TCP_WINDOW_SIZE,TCP_OPTIONS,DST_IP,TIMESTAMP,DST_PORT,TCP_HDR_LEN,TCP_FLAGS,TCP_ACK,MF_FLAG,TTL,PROTOCOL,TCP_SEQ,PACKET_NO,TCP_URP,DF_FLAG,PACKET_SIZE,SRC_PORT,KNOWN_HOST_DEVICE,IP_FRAG_OFF,SRC_IP 
168,N/A,172.16.16.128,1258920245.338802000,3000,20,·······A····,2440,0,52,tcp,485522962,7940,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.338805000,3000,20,·······A····,2440,0,52,tcp,485524368,7941,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.338808000,3000,20,·······A····,2440,0,52,tcp,485525774,7942,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.338810000,3000,20,·······A····,2440,0,52,tcp,485527180,7943,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.338813000,3000,20,·······A····,2440,0,52,tcp,485528586,7944,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.338816000,3000,20,·······A····,2440,0,52,tcp,485529992,7945,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.338826000,3000,20,·······A····,2440,0,52,tcp,485531398,7946,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.338828000,3000,20,·······A····,2440,0,52,tcp,485532804,7947,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.338831000,3000,20,·······A····,2440,0,52,tcp,485534210,7948,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.339026000,80,20,·······A····,1408899,0,128,tcp,1847863802,7949,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.339448000,3000,20,·······A····,2440,0,52,tcp,485535616,7950,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.339452000,3000,20,·······A····,2440,0,52,tcp,485537022,7951,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.339454000,3000,20,·······A····,2440,0,52,tcp,485538428,7952,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.339897000,3000,20,·······A····,2440,0,52,tcp,485539834,7953,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.339934000,80,20,·······A····,1414523,0,128,tcp,1847863802,7954,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.345060000,3000,20,·······A····,2440,0,52,tcp,485541240,7955,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.345068000,3000,20,·······A····,2440,0,52,tcp,485542646,7956,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.345071000,3000,20,·······A····,2440,0,52,tcp,485544052,7957,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.349636000,3000,20,·······A····,2440,0,52,tcp,485545458,7958,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.349641000,3000,20,·······A····,2440,0,52,tcp,485546864,7959,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.349645000,3000,20,·······A····,2440,0,52,tcp,485548270,7960,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.349648000,3000,20,·······A····,2440,0,52,tcp,485549676,7961,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.349753000,80,20,·······A····,1424365,0,128,tcp,1847863802,7962,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.350277000,3000,20,·······A····,2440,0,52,tcp,485551082,7963,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.351696000,3000,20,·······A····,2440,0,52,tcp,485552488,7964,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.351737000,80,20,·······A····,1427177,0,128,tcp,1847863802,7965,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.352591000,3000,20,·······A····,2440,0,52,tcp,485553894,7966,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.353838000,3000,20,·······A····,2440,0,52,tcp,485555300,7967,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.353881000,80,20,·······A····,1429989,0,128,tcp,1847863802,7968,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.356323000,3000,20,·······A····,2440,0,52,tcp,485556706,7969,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.358652000,3000,20,·······A····,2440,0,52,tcp,485558112,7970,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.358700000,80,20,·······A····,1432801,0,128,tcp,1847863802,7971,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.358952000,3000,20,·······A····,2440,0,52,tcp,485559518,7972,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.359914000,3000,20,·······A····,2440,0,52,tcp,485560924,7973,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.359953000,80,20,·······A····,1435613,0,128,tcp,1847863802,7974,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.361178000,3000,20,·······A····,2440,0,52,tcp,485562330,7975,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.363059000,3000,20,·······A····,2440,0,52,tcp,485563736,7976,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.363099000,80,20,·······A····,1438425,0,128,tcp,1847863802,7977,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.363750000,3000,20,·······A····,2440,0,52,tcp,485565142,7978,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.364894000,3000,20,·······A····,2440,0,52,tcp,485566548,7979,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.364932000,80,20,·······A····,1441237,0,128,tcp,1847863802,7980,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.366151000,3000,20,·······A····,2440,0,52,tcp,485567954,7981,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.367396000,3000,20,·······A····,2440,0,52,tcp,485569360,7982,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.367435000,80,20,·······A····,1444049,0,128,tcp,1847863802,7983,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.368607000,3000,20,·······A····,2440,0,52,tcp,485570766,7984,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.369858000,3000,20,·······A····,2440,0,52,tcp,485572172,7985,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.369896000,80,20,·······A····,1446861,0,128,tcp,1847863802,7986,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.375796000,3000,20,·······A····,2440,0,52,tcp,485573578,7987,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.375803000,3000,20,·······A····,2440,0,52,tcp,485574984,7988,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.375807000,3000,20,·······A····,2440,0,52,tcp,485576390,7989,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.375810000,3000,20,·······A····,2440,0,52,tcp,485577796,7990,0,1,20,80,Linux,0,74.125.103.163
5792,02:04:05:7e:04:02:08:0a:5c:c1:56:22:ff:fe:e9:9f:01:03:03:02,172.16.16.136,1258920245.429223000,56645,40,·······A··S·,1,0,53,tcp,2056283638,7991,0,0,20,80,Linux,0,72.32.92.4
92,01:01:08:0a:ff:fe:e9:eb:5c:c1:56:22,72.32.92.4,1258920245.429321000,80,32,·······A····,1,0,64,tcp,3084479570,7992,0,1,20,56645,Linux,0,172.16.16.136
92,01:01:08:0a:ff:fe:e9:eb:5c:c1:56:22,72.32.92.4,1258920245.429490000,80,32,·······AP···,1,0,64,tcp,3084479570,7993,0,1,20,56645,Linux,0,172.16.16.136
111,01:01:08:0a:5c:3e:33:e0:ff:fe:e9:9f,172.16.16.136,1258920245.433247000,60678,32,·······A····,4190,0,55,tcp,4276353712,7994,0,0,20,80,Linux,0,66.35.45.201
168,N/A,172.16.16.128,1258920245.456192000,3000,20,·······A····,2440,0,52,tcp,485579202,7995,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.456301000,80,20,·······A····,1453891,0,128,tcp,1847863802,7996,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.456552000,3000,20,·······A····,2440,0,52,tcp,485580608,7997,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.457422000,3000,20,·······A····,2440,0,52,tcp,485582014,7998,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.457460000,80,20,·······A····,1456703,0,128,tcp,1847863802,7999,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.459008000,3000,20,·······A····,2440,0,52,tcp,485583420,8000,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.459476000,3000,20,·······A····,2440,0,52,tcp,485584826,8001,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.459514000,80,20,·······A····,1459515,0,128,tcp,1847863802,8002,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.462162000,3000,20,·······A····,2440,0,52,tcp,485586232,8003,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.471688000,3000,20,·······A····,2440,0,52,tcp,485587638,8004,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.471804000,80,20,·······A····,1462327,0,128,tcp,1847863802,8005,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.472229000,3000,20,·······A····,2440,0,52,tcp,485589044,8006,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.472235000,3000,20,·······A····,2440,0,52,tcp,485590450,8007,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.472706000,3000,20,·······A····,2440,0,52,tcp,485591856,8008,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.472744000,80,20,·······A····,1466545,0,128,tcp,1847863802,8009,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.473176000,3000,20,·······A····,2440,0,52,tcp,485593262,8010,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.473180000,3000,20,·······A····,2440,0,52,tcp,485594668,8011,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.473400000,3000,20,·······A····,2440,0,52,tcp,485596074,8012,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.473438000,80,20,·······A····,1470763,0,128,tcp,1847863802,8013,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.474734000,3000,20,·······A····,2440,0,52,tcp,485597480,8014,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.479391000,3000,20,·······A····,2440,0,52,tcp,485598886,8015,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.479431000,80,20,·······A····,1473575,0,128,tcp,1847863802,8016,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.479696000,3000,20,·······A····,2440,0,52,tcp,485600292,8017,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.479969000,3000,20,·······AP···,2440,0,52,tcp,485601698,8018,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.480006000,80,20,·······A····,1476155,0,128,tcp,1847863802,8019,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.480281000,3000,20,·······A····,2440,0,52,tcp,485602872,8020,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.480585000,3000,20,·······A····,2440,0,52,tcp,485604278,8021,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.480623000,80,20,·······A····,1478967,0,128,tcp,1847863802,8022,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.480892000,3000,20,·······A····,2440,0,52,tcp,485605684,8023,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.481495000,3000,20,·······A····,2440,0,52,tcp,485607090,8024,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.481532000,80,20,·······A····,1481779,0,128,tcp,1847863802,8025,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.485652000,3000,20,·······A····,2440,0,52,tcp,485608496,8026,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.485935000,3000,20,·······A····,2440,0,52,tcp,485609902,8027,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.485980000,80,20,·······A····,1484591,0,128,tcp,1847863802,8028,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.487070000,3000,20,·······A····,2440,0,52,tcp,485611308,8029,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.487073000,3000,20,·······A····,2440,0,52,tcp,485612714,8030,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.490908000,3000,20,·······A····,2440,0,52,tcp,485614120,8031,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.490955000,80,20,·······A····,1488809,0,128,tcp,1847863802,8032,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.491211000,3000,20,·······A····,2440,0,52,tcp,485615526,8033,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.491517000,3000,20,·······A····,2440,0,52,tcp,485616932,8034,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.491552000,80,20,·······A····,1491621,0,128,tcp,1847863802,8035,0,1,20,3000,Linux,0,172.16.16.128
1779,01:01:08:0a:5c:c1:56:53:ff:fe:e9:eb,172.16.16.136,1258920245.491618000,56645,32,·······A····,663,0,53,tcp,2056283639,8036,0,0,20,80,Linux,0,72.32.92.4
1779,01:01:08:0a:5c:c1:56:57:ff:fe:e9:eb,172.16.16.136,1258920245.492165000,56645,32,·······A····,663,0,53,tcp,2056283639,8037,0,0,20,80,Linux,0,72.32.92.4
137,01:01:08:0a:ff:fe:ea:17:5c:c1:56:57,72.32.92.4,1258920245.492221000,80,32,·······A····,1395,0,64,tcp,3084480232,8038,0,1,20,56645,Linux,0,172.16.16.136
1779,01:01:08:0a:5c:c1:56:57:ff:fe:e9:eb,172.16.16.136,1258920245.493207000,56645,32,·······A····,663,0,53,tcp,2056285033,8039,0,0,20,80,Linux,0,72.32.92.4
182,01:01:08:0a:ff:fe:ea:18:5c:c1:56:57,72.32.92.4,1258920245.493305000,80,32,·······A····,2789,0,64,tcp,3084480232,8040,0,1,20,56645,Linux,0,172.16.16.136
1779,01:01:08:0a:5c:c1:56:57:ff:fe:e9:eb,172.16.16.136,1258920245.503604000,56645,32,·······AP···,663,0,53,tcp,2056286427,8041,0,0,20,80,Linux,0,72.32.92.4
227,01:01:08:0a:ff:fe:ea:21:5c:c1:56:57,72.32.92.4,1258920245.503710000,80,32,·······A····,4183,0,64,tcp,3084480232,8042,0,1,20,56645,Linux,0,172.16.16.136
142,01:01:08:0a:ff:fe:ea:5a:73:e1:ed:14,74.125.95.102,1258920245.571209000,80,32,·······AP···,699,0,64,tcp,3006497254,8043,0,1,20,51322,Linux,0,172.16.16.136
1779,01:01:08:0a:5c:c1:56:93:ff:fe:ea:17,172.16.16.136,1258920245.589191000,56645,32,·······A····,663,0,53,tcp,2056287821,8044,0,0,20,80,Linux,0,72.32.92.4
1779,01:01:08:0a:5c:c1:56:93:ff:fe:ea:17,172.16.16.136,1258920245.589201000,56645,32,·······A····,663,0,53,tcp,2056289215,8045,0,0,20,80,Linux,0,72.32.92.4
1779,01:01:08:0a:5c:c1:56:93:ff:fe:ea:18,172.16.16.136,1258920245.589204000,56645,32,·······AP···,663,0,53,tcp,2056290609,8046,0,0,20,80,Linux,0,72.32.92.4
1779,01:01:08:0a:5c:c1:56:93:ff:fe:ea:18,172.16.16.136,1258920245.589207000,56645,32,·······A····,663,0,53,tcp,2056292003,8047,0,0,20,80,Linux,0,72.32.92.4
1779,01:01:08:0a:5c:c1:56:98:ff:fe:ea:21,172.16.16.136,1258920245.589210000,56645,32,·······A····,663,0,53,tcp,2056293397,8048,0,0,20,80,Linux,0,72.32.92.4
168,N/A,172.16.16.128,1258920245.589214000,3000,20,·······A····,2440,0,52,tcp,485618338,8049,0,1,20,80,Linux,0,74.125.103.163
1779,01:01:08:0a:5c:c1:56:98:ff:fe:ea:21,172.16.16.136,1258920245.589217000,56645,32,·······AP··F,663,0,53,tcp,2056294791,8050,0,0,20,80,Linux,0,72.32.92.4
168,N/A,172.16.16.128,1258920245.589221000,3000,20,·······A····,2440,0,52,tcp,485619744,8051,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589224000,3000,20,·······A····,2440,0,52,tcp,485621150,8052,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589227000,3000,20,·······A····,2440,0,52,tcp,485622556,8053,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589386000,3000,20,·······A····,2440,0,53,tcp,485623962,8054,0,0,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589390000,3000,20,·······A····,2440,0,52,tcp,485625368,8055,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589393000,3000,20,·······A····,2440,0,52,tcp,485626774,8056,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589396000,3000,20,·······A····,2440,0,52,tcp,485628180,8057,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589399000,3000,20,·······A····,2440,0,52,tcp,485629586,8058,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589402000,3000,20,·······A····,2440,0,52,tcp,485630992,8059,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589405000,3000,20,·······A····,2440,0,52,tcp,485632398,8060,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589408000,3000,20,·······A····,2440,0,52,tcp,485633804,8061,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589411000,3000,20,·······A····,2440,0,52,tcp,485635210,8062,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589414000,3000,20,·······A····,2440,0,52,tcp,485636616,8063,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.589565000,80,20,·······A····,1511305,0,128,tcp,1847863802,8064,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.589663000,3000,20,·······A····,2440,0,52,tcp,485638022,8065,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589667000,3000,20,·······A····,2440,0,52,tcp,485639428,8066,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589669000,3000,20,·······A····,2440,0,52,tcp,485640834,8067,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589673000,3000,20,·······A····,2440,0,52,tcp,485642240,8068,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.589676000,3000,20,·······A····,2440,0,52,tcp,485643646,8069,0,1,20,80,Linux,0,74.125.103.163
