TCP_WINDOW_SIZE,TCP_OPTIONS,DST_IP,TIMESTAMP,DST_PORT,TCP_HDR_LEN,TCP_FLAGS,TCP_ACK,MF_FLAG,TTL,PROTOCOL,TCP_SEQ,PACKET_NO,TCP_URP,DF_FLAG,PACKET_SIZE,SRC_PORT,KNOWN_HOST_DEVICE,IP_FRAG_OFF,SRC_IP 
168,N/A,172.16.16.128,1258920244.867933000,3000,20,·······A····,2440,0,52,tcp,485337834,7754,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.867970000,80,20,·······A····,1212523,0,128,tcp,1847863802,7755,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.869136000,3000,20,·······A····,2440,0,52,tcp,485339240,7756,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.870388000,3000,20,·······A····,2440,0,52,tcp,485340646,7757,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.870426000,80,20,·······A····,1215335,0,128,tcp,1847863802,7758,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.871596000,3000,20,·······A····,2440,0,52,tcp,485342052,7759,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.877372000,3000,20,·······A····,2440,0,52,tcp,485343458,7760,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.877380000,3000,20,·······A····,2440,0,52,tcp,485344864,7761,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.877382000,3000,20,·······A····,2440,0,52,tcp,485346270,7762,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.877508000,80,20,·······A····,1220959,0,128,tcp,1847863802,7763,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.877782000,3000,20,·······A····,2440,0,52,tcp,485347676,7764,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.877785000,3000,20,·······A····,2440,0,52,tcp,485349082,7765,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.878868000,3000,20,·······A····,2440,0,52,tcp,485350488,7766,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.878904000,80,20,·······A····,1225177,0,128,tcp,1847863802,7767,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.880158000,3000,20,·······A····,2440,0,52,tcp,485351894,7768,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.881370000,3000,20,·······A····,2440,0,52,tcp,485353300,7769,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.881409000,80,20,·······A····,1227989,0,128,tcp,1847863802,7770,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.883077000,3000,20,·······A····,2440,0,52,tcp,485354706,7771,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.883905000,3000,20,·······A····,2440,0,52,tcp,485356112,7772,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.883944000,80,20,·······A····,1230801,0,128,tcp,1847863802,7773,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.886295000,3000,20,·······A····,2440,0,52,tcp,485357518,7774,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.886605000,3000,20,·······A····,2440,0,52,tcp,485358924,7775,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.886643000,80,20,·······A····,1233613,0,128,tcp,1847863802,7776,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.887491000,3000,20,·······A····,2440,0,52,tcp,485360330,7777,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.888954000,3000,20,·······A····,2440,0,52,tcp,485361736,7778,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.888997000,80,20,·······A····,1236425,0,128,tcp,1847863802,7779,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.889947000,3000,20,·······A····,2440,0,52,tcp,485363142,7780,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.891152000,3000,20,·······A····,2440,0,52,tcp,485364548,7781,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.891189000,80,20,·······A····,1239237,0,128,tcp,1847863802,7782,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.965065000,3000,20,·······A····,2440,0,52,tcp,485365954,7783,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.966541000,3000,20,·······A····,2440,0,52,tcp,485367360,7784,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.966600000,80,20,·······A····,1242049,0,128,tcp,1847863802,7785,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.968422000,3000,20,·······A····,2440,0,52,tcp,485368766,7786,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.968832000,3000,20,·······A····,2440,0,52,tcp,485370172,7787,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.968878000,80,20,·······A····,1244861,0,128,tcp,1847863802,7788,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.969913000,3000,20,·······A····,2440,0,52,tcp,485371578,7789,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.971526000,3000,20,·······A····,2440,0,52,tcp,485372984,7790,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.971565000,80,20,·······A····,1247673,0,128,tcp,1847863802,7791,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.973055000,3000,20,·······A····,2440,0,52,tcp,485374390,7792,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.974088000,3000,20,·······A····,2440,0,52,tcp,485375796,7793,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.974125000,80,20,·······A····,1250485,0,128,tcp,1847863802,7794,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.975292000,3000,20,·······A····,2440,0,52,tcp,485377202,7795,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.976545000,3000,20,·······A····,2440,0,52,tcp,485378608,7796,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.976586000,80,20,·······A····,1253297,0,128,tcp,1847863802,7797,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.983236000,3000,20,·······A····,2440,0,52,tcp,485380014,7798,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.983752000,3000,20,·······A····,2440,0,52,tcp,485381420,7799,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.983796000,80,20,·······A····,1256109,0,128,tcp,1847863802,7800,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.984396000,3000,20,·······A····,2440,0,52,tcp,485382826,7801,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.985362000,3000,20,·······A····,2440,0,52,tcp,485384232,7802,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.985399000,80,20,·······A····,1258921,0,128,tcp,1847863802,7803,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.986875000,3000,20,·······A····,2440,0,52,tcp,485385638,7804,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.988746000,3000,20,·······A····,2440,0,52,tcp,485387044,7805,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.988801000,80,20,·······A····,1261733,0,128,tcp,1847863802,7806,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.989338000,3000,20,·······A····,2440,0,52,tcp,485388450,7807,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.990279000,3000,20,·······A····,2440,0,52,tcp,485389856,7808,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.990316000,80,20,·······A····,1264545,0,128,tcp,1847863802,7809,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.991532000,3000,20,·······A····,2440,0,52,tcp,485391262,7810,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.993039000,3000,20,·······A····,2440,0,52,tcp,485392668,7811,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.993079000,80,20,·······A····,1267357,0,128,tcp,1847863802,7812,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.995077000,3000,20,·······A····,2440,0,52,tcp,485394074,7813,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.996761000,3000,20,·······A····,2440,0,52,tcp,485395480,7814,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.996806000,80,20,·······A····,1270169,0,128,tcp,1847863802,7815,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920244.997064000,3000,20,·······A····,2440,0,52,tcp,485396886,7816,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920244.997853000,3000,20,·······A····,2440,0,52,tcp,485398292,7817,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920244.997891000,80,20,·······A····,1272981,0,128,tcp,1847863802,7818,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.002000000,3000,20,·······A····,2440,0,52,tcp,485399698,7819,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.003071000,3000,20,·······A····,2440,0,52,tcp,485401104,7820,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.003076000,3000,20,·······A····,2440,0,52,tcp,485402510,7821,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.003137000,80,20,·······A····,1277199,0,128,tcp,1847863802,7822,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.003310000,3000,20,·······A····,2440,0,52,tcp,485403916,7823,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.004606000,3000,20,·······AP···,2440,0,52,tcp,485405322,7824,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.004656000,80,20,·······A····,1279547,0,128,tcp,1847863802,7825,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.009631000,3000,20,·······A····,2440,0,52,tcp,485406264,7826,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.010828000,3000,20,·······A····,2440,0,52,tcp,485407670,7827,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.010869000,80,20,·······A····,1282359,0,128,tcp,1847863802,7828,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.012035000,3000,20,·······A····,2440,0,52,tcp,485409076,7829,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.013813000,3000,20,·······A····,2440,0,52,tcp,485410482,7830,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.013867000,80,20,·······A····,1285171,0,128,tcp,1847863802,7831,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.014526000,3000,20,·······A····,2440,0,52,tcp,485411888,7832,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.018124000,3000,20,·······A····,2440,0,52,tcp,485413294,7833,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.018163000,80,20,·······A····,1287983,0,128,tcp,1847863802,7834,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.018430000,3000,20,·······A····,2440,0,52,tcp,485414700,7835,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.080123000,3000,20,·······A····,2440,0,52,tcp,485416106,7836,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.080132000,3000,20,·······A····,2440,0,52,tcp,485417512,7837,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.080136000,3000,20,·······A····,2440,0,52,tcp,485418918,7838,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.080139000,3000,20,·······A····,2440,0,52,tcp,485420324,7839,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.080356000,80,20,·······A····,1295013,0,128,tcp,1847863802,7840,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.081216000,3000,20,·······A····,2440,0,52,tcp,485421730,7841,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.083900000,3000,20,·······A····,2440,0,52,tcp,485423136,7842,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.083909000,3000,20,·······A····,2440,0,52,tcp,485424542,7843,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.083981000,80,20,·······A····,1299231,0,128,tcp,1847863802,7844,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.089164000,3000,20,·······A····,2440,0,52,tcp,485425948,7845,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.089170000,3000,20,·······A····,2440,0,52,tcp,485427354,7846,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.089172000,3000,20,·······A····,2440,0,52,tcp,485428760,7847,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.089175000,3000,20,·······A····,2440,0,52,tcp,485430166,7848,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.089697000,3000,20,·······A····,2440,0,52,tcp,485431572,7849,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.089741000,80,20,·······A····,1306261,0,128,tcp,1847863802,7850,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.092137000,3000,20,·······A····,2440,0,52,tcp,485432978,7851,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.092177000,3000,20,·······A····,2440,0,52,tcp,485434384,7852,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.092218000,80,20,·······A····,1309073,0,128,tcp,1847863802,7853,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.093260000,3000,20,·······A····,2440,0,52,tcp,485435790,7854,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.095269000,3000,20,·······A····,2440,0,52,tcp,485437196,7855,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.095312000,80,20,·······A····,1311885,0,128,tcp,1847863802,7856,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.097803000,3000,20,·······A····,2440,0,52,tcp,485438602,7857,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.097810000,3000,20,·······A····,2440,0,52,tcp,485440008,7858,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.099584000,3000,20,·······A····,2440,0,52,tcp,485441414,7859,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.099642000,80,20,·······A····,1316103,0,128,tcp,1847863802,7860,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.100194000,3000,20,·······A····,2440,0,52,tcp,485442820,7861,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.101341000,3000,20,·······A····,2440,0,52,tcp,485444226,7862,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.101382000,80,20,·······A····,1318915,0,128,tcp,1847863802,7863,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.103081000,3000,20,·······A····,2440,0,52,tcp,485445632,7864,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.116353000,3000,20,·······A····,2440,0,52,tcp,485447038,7865,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.116363000,3000,20,·······A····,2440,0,52,tcp,485448444,7866,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.116366000,3000,20,·······A····,2440,0,52,tcp,485449850,7867,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.116372000,3000,20,·······A····,2440,0,52,tcp,485451256,7868,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.116375000,3000,20,·······A····,2440,0,52,tcp,485452662,7869,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.116378000,3000,20,·······A····,2440,0,52,tcp,485454068,7870,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.116381000,3000,20,·······A····,2440,0,52,tcp,485455474,7871,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.116570000,80,20,·······A····,1330163,0,128,tcp,1847863802,7872,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.202199000,3000,20,·······A····,2440,0,52,tcp,485456880,7873,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.202207000,3000,20,·······A····,2440,0,52,tcp,485458286,7874,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.202322000,3000,20,·······A····,2440,0,52,tcp,485459692,7875,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.202370000,80,20,·······A····,1334381,0,128,tcp,1847863802,7876,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.203605000,3000,20,·······A····,2440,0,52,tcp,485461098,7877,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.205097000,3000,20,·······A····,2440,0,52,tcp,485462504,7878,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.205147000,80,20,·······A····,1337193,0,128,tcp,1847863802,7879,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.206234000,3000,20,·······A····,2440,0,52,tcp,485463910,7880,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.209373000,3000,20,·······A····,2440,0,52,tcp,485465316,7881,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.209411000,80,20,·······A····,1340005,0,128,tcp,1847863802,7882,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.209683000,3000,20,·······A····,2440,0,52,tcp,485466722,7883,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.209986000,3000,20,·······A····,2440,0,52,tcp,485468128,7884,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.210022000,80,20,·······A····,1342817,0,128,tcp,1847863802,7885,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.211085000,3000,20,·······A····,2440,0,52,tcp,485469534,7886,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.214569000,3000,20,·······A····,2440,0,52,tcp,485470940,7887,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.214618000,80,20,·······A····,1345629,0,128,tcp,1847863802,7888,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.217165000,3000,20,·······A····,2440,0,52,tcp,485472346,7889,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.217802000,3000,20,·······A····,2440,0,52,tcp,485473752,7890,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.217840000,80,20,·······A····,1348441,0,128,tcp,1847863802,7891,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.223214000,3000,20,·······A····,2440,0,52,tcp,485475158,7892,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.223519000,3000,20,·······A····,2440,0,52,tcp,485476564,7893,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.223557000,80,20,·······A····,1351253,0,128,tcp,1847863802,7894,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.223825000,3000,20,·······A····,2440,0,52,tcp,485477970,7895,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.224144000,3000,20,·······A····,2440,0,52,tcp,485479376,7896,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.224183000,80,20,·······A····,1354065,0,128,tcp,1847863802,7897,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.224438000,3000,20,·······A····,2440,0,52,tcp,485480782,7898,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.225212000,3000,20,·······A····,2440,0,52,tcp,485482188,7899,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.225250000,80,20,·······A····,1356877,0,128,tcp,1847863802,7900,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.226390000,3000,20,·······A····,2440,0,52,tcp,485483594,7901,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.227587000,3000,20,·······A····,2440,0,52,tcp,485485000,7902,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.227627000,80,20,·······A····,1359689,0,128,tcp,1847863802,7903,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.229866000,3000,20,·······A····,2440,0,52,tcp,485486406,7904,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.235521000,3000,20,·······A····,2440,0,52,tcp,485487812,7905,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.235527000,3000,20,·······A····,2440,0,52,tcp,485489218,7906,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.235530000,3000,20,·······A····,2440,0,52,tcp,485490624,7907,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.235532000,3000,20,·······A····,2440,0,52,tcp,485492030,7908,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.235535000,3000,20,·······A····,2440,0,52,tcp,485493436,7909,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.235661000,80,20,·······A····,1368125,0,128,tcp,1847863802,7910,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.241440000,3000,20,·······A····,2440,0,52,tcp,485494842,7911,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.241446000,3000,20,·······A····,2440,0,52,tcp,485496248,7912,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.241449000,3000,20,·······A····,2440,0,52,tcp,485497654,7913,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.241451000,3000,20,·······A····,2440,0,52,tcp,485499060,7914,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.244644000,3000,20,·······A····,2440,0,52,tcp,485500466,7915,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.244706000,80,20,·······A····,1375155,0,128,tcp,1847863802,7916,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.247675000,3000,20,·······A····,2440,0,52,tcp,485501872,7917,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.247681000,3000,20,·······A····,2440,0,52,tcp,485503278,7918,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.248355000,3000,20,·······A····,2440,0,52,tcp,485504684,7919,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.248406000,80,20,·······A····,1379373,0,128,tcp,1847863802,7920,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.249819000,3000,20,·······A····,2440,0,52,tcp,485506090,7921,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.251048000,3000,20,·······A····,2440,0,52,tcp,485507496,7922,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.251088000,80,20,·······A····,1382185,0,128,tcp,1847863802,7923,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.252257000,3000,20,·······A····,2440,0,52,tcp,485508902,7924,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.253502000,3000,20,·······A····,2440,0,52,tcp,485510308,7925,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.253539000,80,20,·······A····,1384997,0,128,tcp,1847863802,7926,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.254719000,3000,20,·······A····,2440,0,52,tcp,485511714,7927,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.256881000,3000,20,·······A····,2440,0,52,tcp,485513120,7928,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.256921000,80,20,·······A····,1387809,0,128,tcp,1847863802,7929,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.257189000,3000,20,·······A····,2440,0,52,tcp,485514526,7930,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.317282000,3000,20,·······A····,2440,0,52,tcp,485515932,7931,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.317404000,80,20,·······A····,1390621,0,128,tcp,1847863802,7932,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.318477000,3000,20,·······A····,2440,0,52,tcp,485517338,7933,0,1,20,80,Linux,0,74.125.103.163
168,N/A,172.16.16.128,1258920245.319730000,3000,20,·······A····,2440,0,52,tcp,485518744,7934,0,1,20,80,Linux,0,74.125.103.163
65379,N/A,74.125.103.163,1258920245.319774000,80,20,·······A····,1393433,0,128,tcp,1847863802,7935,0,1,20,3000,Linux,0,172.16.16.128
168,N/A,172.16.16.128,1258920245.321388000,3000,20,·······A····,2440,0,52,tcp,485520150,7936,0,1,20,80,Linux,0,74.125.103.163
445,01:01:08:0a:ff:fe:e9:9f:5c:3e:2a:8f,66.35.45.201,1258920245.327448000,80,32,·······A···F,5104,0,64,tcp,3048598152,7937,0,1,20,60678,Linux,0,172.16.16.136
5840,02:04:05:b4:04:02:08:0a:ff:fe:e9:9f:00:00:00:00:01:03:03:06,72.32.92.4,1258920245.327657000,80,40,··········S·,0,0,64,tcp,3084479569,7938,0,1,20,56645,Linux,0,172.16.16.136
168,N/A,172.16.16.128,1258920245.338795000,3000,20,·······A····,2440,0,52,tcp,485521556,7939,0,1,20,80,Linux,0,74.125.103.163
