DF_FLAG,IP_FRAG_OFF,KNOWN_HOST_DEVICE,PACKET_SIZE,TIMESTAMP,TTL,PACKET_NO,PROTOCOL,SRC_PORT,DST_IP,MF_FLAG,DST_PORT,SRC_IP 
1,0,MacOS,20,1666897877.538902000,64,6111,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.539209000,121,6112,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.539240000,64,6113,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.539913000,121,6114,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.539944000,64,6115,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.540465000,121,6116,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.540493000,64,6117,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.541420000,121,6118,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
0,0,MacOS,20,1666897877.541421000,121,6119,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.541470000,64,6120,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.541860000,121,6121,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.541904000,64,6122,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.541976000,64,6123,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.543200000,114,6124,N/A,N/A,192.168.86.21,0,N/A,52.109.20.46
1,0,MacOS,20,1666897877.543201000,114,6125,N/A,N/A,192.168.86.21,0,N/A,52.109.20.46
1,0,MacOS,20,1666897877.543365000,64,6126,N/A,N/A,52.109.20.46,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.545402000,114,6127,N/A,N/A,192.168.86.21,0,N/A,52.109.20.46
1,0,MacOS,20,1666897877.545404000,114,6128,N/A,N/A,192.168.86.21,0,N/A,52.109.20.46
1,0,MacOS,20,1666897877.545406000,114,6129,N/A,N/A,192.168.86.21,0,N/A,52.109.20.46
1,0,MacOS,20,1666897877.545616000,64,6130,N/A,N/A,52.109.20.46,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.546544000,64,6131,N/A,N/A,52.109.20.46,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.548528000,121,6132,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.548584000,64,6133,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.551137000,64,6134,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.551356000,64,6135,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.551563000,64,6136,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.551580000,64,6137,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.551608000,64,6138,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.559174000,121,6139,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
0,0,MacOS,20,1666897877.559175000,121,6140,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.559265000,64,6141,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.559984000,64,6142,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.560001000,121,6143,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.560059000,64,6144,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897877.561536000,121,6145,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
0,0,MacOS,20,1666897877.572397000,121,6146,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.607801000,114,6147,N/A,N/A,192.168.86.21,0,N/A,52.109.20.46
0,0,MacOS,20,1666897877.998991000,121,6148,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
0,0,MacOS,20,1666897877.998992000,121,6149,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
0,0,MacOS,20,1666897877.998992000,121,6150,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
0,0,MacOS,20,1666897877.998992000,121,6151,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
0,0,MacOS,20,1666897877.998993000,121,6152,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897877.999057000,64,6153,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897877.999106000,64,6154,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
1,0,MacOS,20,1666897878.000165000,64,6155,N/A,N/A,142.250.138.95,0,N/A,192.168.86.21
0,0,MacOS,20,1666897878.006456000,121,6156,N/A,N/A,192.168.86.21,0,N/A,142.250.138.95
1,0,MacOS,20,1666897878.016300000,64,6157,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.027801000,57,6158,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.027802000,57,6159,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.027803000,57,6160,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.028505000,64,6161,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.037197000,57,6162,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.037198000,57,6163,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.038450000,64,6164,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.038799000,64,6165,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.038802000,64,6166,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.047514000,57,6167,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.047515000,57,6168,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.047515000,57,6169,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.047516000,57,6170,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.047771000,64,6171,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.073325000,64,6172,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.123471000,57,6173,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.123472000,57,6174,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897878.123951000,64,6175,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.149943000,64,6176,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897878.156880000,57,6177,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897879.458206000,64,6178,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897879.471883000,57,6179,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897879.498705000,64,6180,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897879.673166000,64,6181,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897879.706757000,57,6182,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897879.779452000,64,6183,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779546000,64,6184,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779578000,64,6185,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779616000,64,6186,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779643000,64,6187,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779660000,64,6188,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779693000,64,6189,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779740000,64,6190,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779782000,64,6191,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779885000,64,6192,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779891000,64,6193,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779918000,64,6194,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779922000,64,6195,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.779927000,64,6196,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.780026000,64,6197,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.780029000,64,6198,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.781478000,64,6199,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.781523000,64,6200,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.781541000,64,6201,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.781594000,64,6202,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.781629000,64,6203,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.781652000,64,6204,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.781661000,64,6205,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.781674000,64,6206,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.783099000,64,6207,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.783159000,64,6208,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.783170000,64,6209,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.783203000,64,6210,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.783243000,64,6211,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.783303000,64,6212,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.783332000,64,6213,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.783390000,64,6214,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.787844000,58,6215,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.787844000,58,6216,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.787845000,58,6217,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.788845000,58,6218,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.788845000,58,6219,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.788846000,58,6220,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.788846000,58,6221,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.788846000,58,6222,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.788846000,58,6223,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.788846000,58,6224,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.788847000,58,6225,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.789816000,58,6226,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.791096000,58,6227,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.791097000,58,6228,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.793131000,58,6229,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.793131000,57,6230,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897879.793370000,64,6231,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897879.796337000,57,6232,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897879.801583000,64,6233,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897879.809204000,57,6234,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897879.813183000,64,6235,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.818297000,58,6236,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.835443000,64,6237,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897879.836915000,58,6238,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.836916000,58,6239,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.837247000,64,6240,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.839957000,64,6241,udp,65355,17.248.131.29,0,443,192.168.86.21
1,0,MacOS,20,1666897879.840034000,64,6242,udp,65355,17.248.131.29,0,443,192.168.86.21
1,0,MacOS,20,1666897879.844370000,53,6243,udp,443,192.168.86.21,0,65355,17.248.131.29
1,0,MacOS,20,1666897879.846541000,46,6244,udp,443,192.168.86.21,0,65355,17.248.131.29
1,0,MacOS,20,1666897879.862644000,64,6245,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897879.870918000,58,6246,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897879.878091000,57,6247,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897879.878093000,57,6248,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897879.878618000,64,6249,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897879.904736000,64,6250,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897879.911641000,57,6251,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897880.797165000,64,6252,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897880.797171000,64,6253,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897880.797241000,64,6254,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897880.797283000,64,6255,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897880.797307000,64,6256,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897880.815302000,120,6257,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.815302000,120,6258,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.815303000,120,6259,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.815303000,120,6260,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.815303000,120,6261,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.815304000,120,6262,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897880.815401000,64,6263,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897880.982704000,120,6264,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.982704000,120,6265,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.982705000,120,6266,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.982706000,120,6267,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897880.982783000,64,6268,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897880.982941000,64,6269,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897880.983401000,120,6270,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.983402000,120,6271,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897880.983448000,64,6272,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897880.983973000,120,6273,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897880.984065000,64,6274,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897880.984402000,120,6275,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897880.984459000,64,6276,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897880.984501000,64,6277,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897880.984745000,64,6278,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897880.986024000,120,6279,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897880.986024000,120,6280,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
1,0,MacOS,20,1666897880.986081000,64,6281,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
1,0,MacOS,20,1666897880.986722000,64,6282,N/A,N/A,142.250.138.17,0,N/A,192.168.86.21
0,0,MacOS,20,1666897880.995303000,120,6283,N/A,N/A,192.168.86.21,0,N/A,142.250.138.17
0,0,MacOS,20,1666897881.380495000,119,6284,N/A,N/A,192.168.86.21,0,N/A,142.250.115.188
1,0,MacOS,20,1666897881.380616000,64,6285,N/A,N/A,142.250.115.188,0,N/A,192.168.86.21
0,0,MacOS,20,1666897882.403850000,119,6286,N/A,N/A,192.168.86.21,0,N/A,142.250.115.188
1,0,MacOS,20,1666897882.403924000,64,6287,N/A,N/A,142.250.115.188,0,N/A,192.168.86.21
1,0,MacOS,20,1666897882.597787000,64,6288,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897882.605612000,57,6289,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897882.631067000,64,6290,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897882.806698000,64,6291,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897882.840064000,57,6292,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897882.874561000,57,6293,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897882.874562000,57,6294,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897882.875047000,64,6295,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897882.882604000,64,6296,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897882.890115000,57,6297,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897882.915788000,64,6298,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897882.986959000,57,6299,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897882.986960000,57,6300,udp,443,192.168.86.21,0,64961,142.250.138.95
1,0,MacOS,20,1666897882.987435000,64,6301,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897883.013630000,64,6302,udp,64961,142.250.138.95,0,443,192.168.86.21
1,0,MacOS,20,1666897883.019757000,57,6303,udp,443,192.168.86.21,0,64961,142.250.138.95
0,0,MacOS,20,1666897883.056517000,64,6304,N/A,N/A,52.109.20.80,0,N/A,192.168.86.21
1,0,MacOS,20,1666897883.071473000,113,6305,N/A,N/A,192.168.86.21,0,N/A,52.109.20.80
1,0,MacOS,20,1666897883.097640000,64,6306,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097646000,64,6307,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097647000,64,6308,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097684000,64,6309,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097691000,64,6310,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097693000,64,6311,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097694000,64,6312,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097696000,64,6313,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097762000,64,6314,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097824000,64,6315,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097837000,64,6316,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097863000,64,6317,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097887000,64,6318,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097889000,64,6319,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097904000,64,6320,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097919000,64,6321,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097926000,64,6322,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097934000,64,6323,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097943000,64,6324,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097955000,64,6325,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097963000,64,6326,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.097973000,64,6327,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.099264000,64,6328,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.099270000,64,6329,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.099271000,64,6330,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.099316000,64,6331,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.099320000,64,6332,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.099321000,64,6333,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.105384000,58,6334,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.105385000,58,6335,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.107875000,58,6336,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.107876000,58,6337,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.107876000,58,6338,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.107877000,58,6339,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.107877000,58,6340,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.108502000,58,6341,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.108503000,58,6342,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.108503000,58,6343,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.109192000,58,6344,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.130617000,64,6345,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.134920000,64,6346,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.136789000,58,6347,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.144476000,58,6348,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.181311000,58,6349,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.181312000,58,6350,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.181568000,64,6351,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.207706000,64,6352,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.213464000,58,6353,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.583213000,64,6354,udp,50379,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.583519000,64,6355,udp,50379,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.583732000,64,6356,udp,50379,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.600729000,58,6357,udp,443,192.168.86.21,0,50379,142.251.116.102
1,0,MacOS,20,1666897883.600730000,58,6358,udp,443,192.168.86.21,0,50379,142.251.116.102
1,0,MacOS,20,1666897883.600730000,58,6359,udp,443,192.168.86.21,0,50379,142.251.116.102
1,0,MacOS,20,1666897883.600731000,58,6360,udp,443,192.168.86.21,0,50379,142.251.116.102
1,0,MacOS,20,1666897883.601162000,64,6361,udp,50379,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.601268000,64,6362,udp,50379,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.607858000,58,6363,udp,443,192.168.86.21,0,50379,142.251.116.102
1,0,MacOS,20,1666897883.608017000,64,6364,udp,50379,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.627737000,58,6365,udp,443,192.168.86.21,0,50379,142.251.116.102
1,0,MacOS,20,1666897883.627738000,58,6366,udp,443,192.168.86.21,0,50379,142.251.116.102
1,0,MacOS,20,1666897883.627958000,64,6367,udp,50379,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.628994000,64,6368,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.629010000,64,6369,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.629012000,64,6370,udp,52773,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.634678000,58,6371,udp,443,192.168.86.21,0,50379,142.251.116.102
1,0,MacOS,20,1666897883.636525000,58,6372,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.636525000,58,6373,udp,443,192.168.86.21,0,52773,142.251.116.102
1,0,MacOS,20,1666897883.653700000,64,6374,udp,50379,142.251.116.102,0,443,192.168.86.21
1,0,MacOS,20,1666897883.662222000,64,6375,udp,52773,142.251.116.102,0,443,192.168.86.21
