PACKET_SIZE,SRC_IP,TTL,DST_IP,KNOWN_HOST_DEVICE,IP_FRAG_OFF,PACKET_NO,MF_FLAG,TIMESTAMP,DF_FLAG 
20,142.251.45.33,58,192.168.86.21,MacOS,0,3644,0,1666897779.445049000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3645,0,1666897779.445049000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3646,0,1666897779.445050000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3647,0,1666897779.445051000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3648,0,1666897779.445051000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3649,0,1666897779.445051000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3650,0,1666897779.445052000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3651,0,1666897779.445053000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3652,0,1666897779.445053000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3653,0,1666897779.445054000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3654,0,1666897779.445054000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3655,0,1666897779.445054000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3656,0,1666897779.445055000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3657,0,1666897779.445055000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3658,0,1666897779.445326000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3659,0,1666897779.445557000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3660,0,1666897779.446981000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3661,0,1666897779.446982000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3662,0,1666897779.446983000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3663,0,1666897779.446983000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3664,0,1666897779.446984000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3665,0,1666897779.446984000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3666,0,1666897779.446985000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3667,0,1666897779.446985000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3668,0,1666897779.446986000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3669,0,1666897779.446987000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3670,0,1666897779.446987000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3671,0,1666897779.446988000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3672,0,1666897779.446989000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3673,0,1666897779.446989000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3674,0,1666897779.446990000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3675,0,1666897779.446990000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3676,0,1666897779.446991000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3677,0,1666897779.446991000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3678,0,1666897779.446992000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3679,0,1666897779.446992000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3680,0,1666897779.446993000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3681,0,1666897779.446994000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3682,0,1666897779.446994000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3683,0,1666897779.446995000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3684,0,1666897779.447250000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3685,0,1666897779.447358000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3686,0,1666897779.448173000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3687,0,1666897779.448174000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3688,0,1666897779.448174000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3689,0,1666897779.448175000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3690,0,1666897779.448175000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3691,0,1666897779.448176000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3692,0,1666897779.448176000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3693,0,1666897779.448177000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3694,0,1666897779.448177000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3695,0,1666897779.448178000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3696,0,1666897779.448178000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3697,0,1666897779.448179000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3698,0,1666897779.448179000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3699,0,1666897779.448179000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3700,0,1666897779.448180000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3701,0,1666897779.448180000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3702,0,1666897779.448181000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3703,0,1666897779.448181000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3704,0,1666897779.448182000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3705,0,1666897779.448182000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3706,0,1666897779.448182000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3707,0,1666897779.448183000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3708,0,1666897779.448183000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3709,0,1666897779.448184000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3710,0,1666897779.448184000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3711,0,1666897779.448185000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3712,0,1666897779.448185000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3713,0,1666897779.448185000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3714,0,1666897779.448186000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3715,0,1666897779.448187000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3716,0,1666897779.448187000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3717,0,1666897779.448187000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3718,0,1666897779.448362000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3719,0,1666897779.448509000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3720,0,1666897779.448601000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3721,0,1666897779.448968000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3722,0,1666897779.448968000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3723,0,1666897779.448969000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3724,0,1666897779.448969000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3725,0,1666897779.448970000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3726,0,1666897779.448970000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3727,0,1666897779.448971000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3728,0,1666897779.448971000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3729,0,1666897779.448972000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3730,0,1666897779.448972000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3731,0,1666897779.448972000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3732,0,1666897779.448973000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3733,0,1666897779.448973000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3734,0,1666897779.448974000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3735,0,1666897779.448974000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3736,0,1666897779.448975000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3737,0,1666897779.448975000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3738,0,1666897779.448976000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3739,0,1666897779.448976000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3740,0,1666897779.448977000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3741,0,1666897779.448977000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3742,0,1666897779.448977000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3743,0,1666897779.448978000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3744,0,1666897779.448978000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3745,0,1666897779.449153000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3746,0,1666897779.449317000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3747,0,1666897779.449485000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3748,0,1666897779.451363000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3749,0,1666897779.451363000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3750,0,1666897779.451364000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3751,0,1666897779.451364000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3752,0,1666897779.451365000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3753,0,1666897779.451365000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3754,0,1666897779.451366000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3755,0,1666897779.451366000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3756,0,1666897779.451367000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3757,0,1666897779.451367000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3758,0,1666897779.451368000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3759,0,1666897779.451369000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3760,0,1666897779.451370000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3761,0,1666897779.451544000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3762,0,1666897779.452270000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3763,0,1666897779.452270000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3764,0,1666897779.452271000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3765,0,1666897779.452271000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3766,0,1666897779.452272000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3767,0,1666897779.452272000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3768,0,1666897779.452273000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3769,0,1666897779.452273000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3770,0,1666897779.452274000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3771,0,1666897779.452274000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3772,0,1666897779.452274000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3773,0,1666897779.452277000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3774,0,1666897779.452277000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3775,0,1666897779.452278000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3776,0,1666897779.452278000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3777,0,1666897779.452279000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3778,0,1666897779.452279000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3779,0,1666897779.452279000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3780,0,1666897779.452280000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3781,0,1666897779.452465000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3782,0,1666897779.452755000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3783,0,1666897779.453127000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3784,0,1666897779.453128000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3785,0,1666897779.453128000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3786,0,1666897779.453129000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3787,0,1666897779.453129000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3788,0,1666897779.453130000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3789,0,1666897779.453130000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3790,0,1666897779.453131000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3791,0,1666897779.453132000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3792,0,1666897779.453132000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3793,0,1666897779.453132000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3794,0,1666897779.453133000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3795,0,1666897779.453133000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3796,0,1666897779.453134000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3797,0,1666897779.453134000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3798,0,1666897779.453135000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3799,0,1666897779.453135000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3800,0,1666897779.453136000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3801,0,1666897779.453136000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3802,0,1666897779.453137000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3803,0,1666897779.453137000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3804,0,1666897779.453138000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3805,0,1666897779.453138000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3806,0,1666897779.453138000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3807,0,1666897779.453139000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3808,0,1666897779.453139000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3809,0,1666897779.453140000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3810,0,1666897779.453140000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3811,0,1666897779.453141000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3812,0,1666897779.453141000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3813,0,1666897779.453142000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3814,0,1666897779.453142000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3815,0,1666897779.453143000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3816,0,1666897779.453143000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3817,0,1666897779.453143000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3818,0,1666897779.453144000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3819,0,1666897779.453144000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3820,0,1666897779.453145000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3821,0,1666897779.453145000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3822,0,1666897779.453146000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3823,0,1666897779.453486000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3824,0,1666897779.453829000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3825,0,1666897779.453992000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3826,0,1666897779.454155000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3827,0,1666897779.454903000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3828,0,1666897779.454904000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3829,0,1666897779.454904000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3830,0,1666897779.454904000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3831,0,1666897779.454905000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3832,0,1666897779.454905000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3833,0,1666897779.454906000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3834,0,1666897779.454906000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3835,0,1666897779.454906000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3836,0,1666897779.454907000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3837,0,1666897779.454907000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3838,0,1666897779.454908000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3839,0,1666897779.454908000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3840,0,1666897779.454909000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3841,0,1666897779.454909000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3842,0,1666897779.454909000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3843,0,1666897779.454910000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3844,0,1666897779.454910000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3845,0,1666897779.454911000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3846,0,1666897779.455102000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3847,0,1666897779.455221000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3848,0,1666897779.456304000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3849,0,1666897779.456304000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3850,0,1666897779.456305000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3851,0,1666897779.456305000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3852,0,1666897779.456305000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3853,0,1666897779.456306000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3854,0,1666897779.456306000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3855,0,1666897779.456307000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3856,0,1666897779.456307000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3857,0,1666897779.456308000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3858,0,1666897779.456308000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3859,0,1666897779.456309000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3860,0,1666897779.456309000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3861,0,1666897779.456309000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3862,0,1666897779.456310000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3863,0,1666897779.456310000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3864,0,1666897779.456311000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3865,0,1666897779.456311000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3866,0,1666897779.456312000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3867,0,1666897779.456498000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3868,0,1666897779.456954000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3869,0,1666897779.456954000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3870,0,1666897779.456955000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3871,0,1666897779.456955000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3872,0,1666897779.456956000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3873,0,1666897779.456956000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3874,0,1666897779.456957000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3875,0,1666897779.456957000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3876,0,1666897779.456958000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3877,0,1666897779.456958000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3878,0,1666897779.456958000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3879,0,1666897779.456959000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3880,0,1666897779.456960000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3881,0,1666897779.456960000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3882,0,1666897779.457064000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3883,0,1666897779.457112000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3884,0,1666897779.457112000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3885,0,1666897779.457194000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3886,0,1666897779.458080000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3887,0,1666897779.458080000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3888,0,1666897779.458081000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3889,0,1666897779.458081000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3890,0,1666897779.458082000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3891,0,1666897779.458082000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3892,0,1666897779.458082000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3893,0,1666897779.458083000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3894,0,1666897779.458083000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3895,0,1666897779.458084000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3896,0,1666897779.458084000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3897,0,1666897779.458085000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3898,0,1666897779.458085000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3899,0,1666897779.458086000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3900,0,1666897779.458086000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3901,0,1666897779.458087000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3902,0,1666897779.458087000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3903,0,1666897779.458087000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3904,0,1666897779.458088000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3905,0,1666897779.458088000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3906,0,1666897779.458089000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3907,0,1666897779.458089000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3908,0,1666897779.458090000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3909,0,1666897779.458090000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3910,0,1666897779.458091000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3911,0,1666897779.458091000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3912,0,1666897779.458091000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3913,0,1666897779.458092000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3914,0,1666897779.458092000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3915,0,1666897779.458093000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3916,0,1666897779.458093000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3917,0,1666897779.458093000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3918,0,1666897779.458094000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3919,0,1666897779.458249000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3920,0,1666897779.458358000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3921,0,1666897779.458358000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3922,0,1666897779.458360000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3923,0,1666897779.458426000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3924,0,1666897779.458642000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3925,0,1666897779.458952000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3926,0,1666897779.458953000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3927,0,1666897779.458953000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3928,0,1666897779.458954000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3929,0,1666897779.458954000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3930,0,1666897779.458955000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3931,0,1666897779.458955000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3932,0,1666897779.458956000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3933,0,1666897779.458956000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3934,0,1666897779.458957000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3935,0,1666897779.458957000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3936,0,1666897779.458958000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3937,0,1666897779.458958000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3938,0,1666897779.458959000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3939,0,1666897779.458959000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3940,0,1666897779.458959000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3941,0,1666897779.458960000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3942,0,1666897779.459126000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3943,0,1666897779.459933000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3944,0,1666897779.459934000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3945,0,1666897779.459934000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3946,0,1666897779.460032000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3947,0,1666897779.460306000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3948,0,1666897779.460307000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3949,0,1666897779.460307000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3950,0,1666897779.460308000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3951,0,1666897779.460308000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3952,0,1666897779.460309000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3953,0,1666897779.460309000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3954,0,1666897779.460310000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3955,0,1666897779.460310000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3956,0,1666897779.460311000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3957,0,1666897779.460311000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3958,0,1666897779.460311000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3959,0,1666897779.460312000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3960,0,1666897779.460312000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3961,0,1666897779.460313000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3962,0,1666897779.460313000,1
20,192.168.86.21,64,142.251.45.33,MacOS,0,3963,0,1666897779.460515000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3964,0,1666897779.461049000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3965,0,1666897779.461050000,1
20,142.251.45.33,58,192.168.86.21,MacOS,0,3966,0,1666897779.461051000,1
