TTL,SRC_PORT,DF_FLAG,TIMESTAMP,MF_FLAG,DST_PORT,SRC_IP,DST_IP,KNOWN_HOST_DEVICE,PROTOCOL,PACKET_SIZE,PACKET_NO,IP_FRAG_OFF 
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1808,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1809,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1810,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1811,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1812,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1813,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1814,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1815,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1816,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1817,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1818,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1819,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1820,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1821,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1822,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1823,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1824,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1825,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1826,0
128,53389,1,1663877125.494661000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1827,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1828,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1829,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1830,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1831,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1832,0
52,443,1,1663877125.494099000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1833,0
128,53389,1,1663877125.495106000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1834,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1835,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1836,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1837,0
232,N/A,0,1663877125.495546000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1838,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1839,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1840,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1841,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1842,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1843,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1844,0
52,443,1,1663877125.495546000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1845,0
232,N/A,0,1663877125.495546000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1846,0
232,N/A,0,1663877125.496273000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1847,0
52,443,1,1663877125.496273000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1848,0
232,N/A,0,1663877125.496273000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1849,0
128,53389,1,1663877125.496295000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1850,0
128,N/A,1,1663877125.496478000,0,N/A,10.169.169.21,13.226.178.136,Windows,N/A,20,1851,0
128,53389,1,1663877125.496733000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1852,0
128,53389,1,1663877125.497218000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1853,0
232,N/A,0,1663877125.497879000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1854,0
232,N/A,0,1663877125.497879000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1855,0
232,N/A,0,1663877125.497879000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1856,0
128,53389,1,1663877125.498152000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1857,0
128,N/A,1,1663877125.498189000,0,N/A,10.169.169.21,13.226.178.136,Windows,N/A,20,1858,0
232,N/A,0,1663877125.498431000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1859,0
128,N/A,1,1663877125.498508000,0,N/A,10.169.169.21,13.226.178.136,Windows,N/A,20,1860,0
128,53389,1,1663877125.498658000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1861,0
128,53389,1,1663877125.498973000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1862,0
54,443,1,1663877125.500310000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,1863,0
232,N/A,0,1663877125.500562000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1864,0
128,N/A,1,1663877125.500651000,0,N/A,10.169.169.21,13.226.178.136,Windows,N/A,20,1865,0
232,N/A,0,1663877125.501103000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1866,0
128,N/A,1,1663877125.501203000,0,N/A,10.169.169.21,13.226.178.136,Windows,N/A,20,1867,0
128,53389,1,1663877125.501519000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1868,0
128,53389,1,1663877125.501910000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1869,0
128,53389,1,1663877125.502043000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1870,0
128,53389,1,1663877125.502162000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1871,0
128,53389,1,1663877125.502258000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1872,0
128,53389,1,1663877125.502520000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1873,0
128,53389,1,1663877125.502839000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1874,0
128,53389,1,1663877125.503971000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1875,0
232,N/A,0,1663877125.504266000,0,N/A,13.226.178.136,10.169.169.21,Windows,N/A,20,1876,0
128,53389,1,1663877125.504326000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1877,0
128,53389,1,1663877125.504571000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1878,0
128,N/A,1,1663877125.505485000,0,N/A,10.169.169.21,23.38.177.82,Windows,N/A,20,1879,0
128,53389,1,1663877125.506861000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1880,0
128,53389,1,1663877125.507110000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1881,0
128,53389,1,1663877125.507477000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1882,0
128,53389,1,1663877125.509259000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1883,0
128,53389,1,1663877125.509730000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1884,0
128,53389,1,1663877125.509958000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1885,0
128,53389,1,1663877125.511075000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1886,0
128,53389,1,1663877125.511703000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1887,0
128,53389,1,1663877125.511952000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1888,0
128,53389,1,1663877125.512162000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1889,0
128,56584,1,1663877125.515556000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,1890,0
128,53389,1,1663877125.515958000,0,443,10.169.169.21,151.101.67.5,Windows,udp,20,1891,0
52,443,1,1663877125.531873000,0,53389,151.101.67.5,10.169.169.21,Windows,udp,20,1892,0
128,N/A,1,1663877125.545495000,0,N/A,10.169.169.21,13.226.178.136,Windows,N/A,20,1893,0
54,443,1,1663877125.551382000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,1894,0
54,443,1,1663877125.551676000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,1895,0
54,443,1,1663877125.551676000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,1896,0
128,56584,1,1663877125.551920000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,1897,0
128,56584,1,1663877125.552115000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,1898,0
54,443,1,1663877125.579664000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,1899,0
128,61879,0,1663877125.638400000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1900,0
128,61880,0,1663877125.639494000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1901,0
53,443,1,1663877125.644332000,0,61880,208.67.222.222,10.169.169.21,Windows,udp,20,1902,0
128,61882,0,1663877125.647008000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1903,0
53,443,1,1663877125.652395000,0,61882,208.67.222.222,10.169.169.21,Windows,udp,20,1904,0
128,61884,0,1663877125.655128000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1905,0
53,443,1,1663877125.658777000,0,61884,208.67.222.222,10.169.169.21,Windows,udp,20,1906,0
128,61886,0,1663877125.661322000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1907,0
53,443,1,1663877125.664769000,0,61886,208.67.222.222,10.169.169.21,Windows,udp,20,1908,0
128,61888,0,1663877125.667636000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1909,0
53,443,1,1663877125.672585000,0,61888,208.67.222.222,10.169.169.21,Windows,udp,20,1910,0
53,443,1,1663877125.673276000,0,61879,208.67.222.222,10.169.169.21,Windows,udp,20,1911,0
128,61891,0,1663877125.675514000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1912,0
128,61892,0,1663877125.676721000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1913,0
53,443,1,1663877125.679483000,0,61891,208.67.222.222,10.169.169.21,Windows,udp,20,1914,0
128,60367,0,1663877125.682029000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1915,0
53,443,1,1663877125.685769000,0,60367,208.67.222.222,10.169.169.21,Windows,udp,20,1916,0
128,60369,0,1663877125.688787000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1917,0
53,443,1,1663877125.693212000,0,60369,208.67.222.222,10.169.169.21,Windows,udp,20,1918,0
128,60371,0,1663877125.695973000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1919,0
53,443,1,1663877125.700414000,0,60371,208.67.222.222,10.169.169.21,Windows,udp,20,1920,0
128,60374,0,1663877125.702969000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1921,0
128,60375,0,1663877125.704186000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1922,0
53,443,1,1663877125.708240000,0,60375,208.67.222.222,10.169.169.21,Windows,udp,20,1923,0
128,60376,0,1663877125.709192000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,1924,0
125,53,0,1663877125.710758000,0,60376,10.100.70.24,10.169.169.21,Windows,udp,20,1925,0
128,60377,0,1663877125.712021000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,1926,0
120,53,0,1663877125.715718000,0,60377,10.182.70.24,10.169.169.21,Windows,udp,20,1927,0
128,60378,0,1663877125.716825000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,1928,0
120,53,0,1663877125.721260000,0,60378,10.182.70.95,10.169.169.21,Windows,udp,20,1929,0
128,60379,0,1663877125.722132000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,1930,0
53,443,1,1663877125.723749000,0,61892,208.67.222.222,10.169.169.21,Windows,udp,20,1931,0
53,443,1,1663877125.725550000,0,60374,208.67.222.222,10.169.169.21,Windows,udp,20,1932,0
128,60382,0,1663877125.726288000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1933,0
128,50123,0,1663877125.727858000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1934,0
53,443,1,1663877125.731274000,0,50123,208.67.222.222,10.169.169.21,Windows,udp,20,1935,0
53,443,1,1663877125.732057000,0,60382,208.67.222.222,10.169.169.21,Windows,udp,20,1936,0
128,50124,0,1663877125.732223000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,1937,0
125,53,0,1663877125.733320000,0,50124,10.100.70.24,10.169.169.21,Windows,udp,20,1938,0
128,50127,0,1663877125.734161000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,1939,0
128,50128,0,1663877125.734843000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1940,0
128,50129,0,1663877125.735395000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1941,0
128,N/A,1,1663877125.736028000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1942,0
121,53,0,1663877125.737260000,0,60379,10.248.14.16,10.169.169.21,Windows,udp,20,1943,0
121,53,0,1663877125.738172000,0,50127,10.182.70.24,10.169.169.21,Windows,udp,20,1944,0
53,N/A,1,1663877125.738573000,0,N/A,208.67.222.222,10.169.169.21,Windows,N/A,20,1945,0
128,N/A,1,1663877125.738725000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1946,0
53,443,1,1663877125.739251000,0,50128,208.67.222.222,10.169.169.21,Windows,udp,20,1947,0
128,50130,0,1663877125.739271000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,1948,0
128,N/A,1,1663877125.740101000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1949,0
53,N/A,1,1663877125.742579000,0,N/A,208.67.222.222,10.169.169.21,Windows,N/A,20,1950,0
121,53,0,1663877125.743131000,0,50130,10.182.70.95,10.169.169.21,Windows,udp,20,1951,0
128,59895,0,1663877125.744270000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,1952,0
120,53,0,1663877125.753688000,0,59895,10.248.14.16,10.169.169.21,Windows,udp,20,1953,0
128,59898,0,1663877125.755612000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1954,0
128,59899,0,1663877125.756197000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1955,0
53,443,1,1663877125.759744000,0,59899,208.67.222.222,10.169.169.21,Windows,udp,20,1956,0
53,443,1,1663877125.760003000,0,59898,208.67.222.222,10.169.169.21,Windows,udp,20,1957,0
128,56584,1,1663877125.768653000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,1958,0
128,56584,1,1663877125.768916000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,1959,0
54,443,1,1663877125.771341000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,1960,0
53,N/A,1,1663877125.775026000,0,N/A,208.67.222.222,10.169.169.21,Windows,N/A,20,1961,0
128,N/A,1,1663877125.775637000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1962,0
53,N/A,1,1663877125.778079000,0,N/A,208.67.222.222,10.169.169.21,Windows,N/A,20,1963,0
128,N/A,1,1663877125.778184000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1964,0
128,N/A,1,1663877125.778621000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1965,0
53,N/A,1,1663877125.781136000,0,N/A,208.67.222.222,10.169.169.21,Windows,N/A,20,1966,0
128,N/A,1,1663877125.781282000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1967,0
128,N/A,1,1663877125.781631000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1968,0
53,N/A,1,1663877125.783927000,0,N/A,208.67.222.222,10.169.169.21,Windows,N/A,20,1969,0
128,56584,1,1663877125.796978000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,1970,0
54,443,1,1663877125.797185000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,1971,0
53,N/A,1,1663877125.815783000,0,N/A,208.67.222.222,10.169.169.21,Windows,N/A,20,1972,0
128,N/A,1,1663877125.816269000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1973,0
53,N/A,1,1663877125.818476000,0,N/A,208.67.222.222,10.169.169.21,Windows,N/A,20,1974,0
128,N/A,1,1663877125.818606000,0,N/A,10.169.169.21,208.67.222.222,Windows,N/A,20,1975,0
128,N/A,1,1663877125.839387000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,1976,0
52,N/A,1,1663877125.842431000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,1977,0
128,N/A,1,1663877125.842569000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,1978,0
128,N/A,1,1663877125.843088000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,1979,0
53,443,1,1663877125.843481000,0,50129,208.67.222.222,10.169.169.21,Windows,udp,20,1980,0
128,61313,0,1663877125.846038000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1981,0
52,N/A,1,1663877125.846493000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,1982,0
128,61316,0,1663877125.847069000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1983,0
52,N/A,1,1663877125.847482000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,1984,0
128,61317,0,1663877125.848162000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1985,0
52,N/A,1,1663877125.848314000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,1986,0
52,N/A,1,1663877125.848314000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,1987,0
128,N/A,1,1663877125.848473000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,1988,0
128,61318,0,1663877125.849203000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1989,0
128,61319,0,1663877125.849909000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,1990,0
52,N/A,1,1663877125.851257000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,1991,0
128,N/A,1,1663877125.851434000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,1992,0
52,N/A,1,1663877125.851823000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,1993,0
53,443,1,1663877125.852385000,0,61316,208.67.222.222,10.169.169.21,Windows,udp,20,1994,0
128,N/A,1,1663877125.852599000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,1995,0
128,N/A,1,1663877125.853075000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,1996,0
128,N/A,1,1663877125.853551000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,1997,0
53,443,1,1663877125.853938000,0,61319,208.67.222.222,10.169.169.21,Windows,udp,20,1998,0
53,443,1,1663877125.854670000,0,61318,208.67.222.222,10.169.169.21,Windows,udp,20,1999,0
128,61321,0,1663877125.855398000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2000,0
52,N/A,1,1663877125.855682000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,2001,0
52,N/A,1,1663877125.855811000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,2002,0
52,N/A,1,1663877125.855926000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,2003,0
128,N/A,1,1663877125.856006000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,2004,0
52,N/A,1,1663877125.856450000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,2005,0
53,443,1,1663877125.856741000,0,61313,208.67.222.222,10.169.169.21,Windows,udp,20,2006,0
52,N/A,1,1663877125.856741000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,2007,0
52,N/A,1,1663877125.857302000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,2008,0
128,N/A,1,1663877125.857437000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,2009,0
54,443,1,1663877125.858775000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,2010,0
54,443,1,1663877125.858775000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,2011,0
53,443,1,1663877125.858922000,0,61317,208.67.222.222,10.169.169.21,Windows,udp,20,2012,0
52,N/A,1,1663877125.858922000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,2013,0
128,N/A,1,1663877125.859038000,0,N/A,10.169.169.21,23.206.231.248,Windows,N/A,20,2014,0
128,56584,1,1663877125.859452000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,2015,0
128,50331,0,1663877125.859501000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2016,0
53,443,1,1663877125.860708000,0,61321,208.67.222.222,10.169.169.21,Windows,udp,20,2017,0
52,N/A,1,1663877125.860708000,0,N/A,23.206.231.248,10.169.169.21,Windows,N/A,20,2018,0
128,50333,0,1663877125.862566000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2019,0
53,443,1,1663877125.862963000,0,50331,208.67.222.222,10.169.169.21,Windows,udp,20,2020,0
128,61141,0,1663877125.866125000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2021,0
53,443,1,1663877125.871398000,0,61141,208.67.222.222,10.169.169.21,Windows,udp,20,2022,0
128,61143,0,1663877125.874204000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2023,0
53,443,1,1663877125.877766000,0,61143,208.67.222.222,10.169.169.21,Windows,udp,20,2024,0
128,61144,0,1663877125.878630000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,2025,0
125,53,0,1663877125.884475000,0,61144,10.100.70.24,10.169.169.21,Windows,udp,20,2026,0
128,56584,1,1663877125.885021000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,2027,0
128,61145,0,1663877125.885818000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,2028,0
54,443,1,1663877125.887469000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,2029,0
121,53,0,1663877125.890905000,0,61145,10.182.70.24,10.169.169.21,Windows,udp,20,2030,0
128,61146,0,1663877125.891858000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,2031,0
121,53,0,1663877125.896354000,0,61146,10.182.70.95,10.169.169.21,Windows,udp,20,2032,0
128,61147,0,1663877125.897286000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,2033,0
120,53,0,1663877125.911830000,0,61147,10.248.14.16,10.169.169.21,Windows,udp,20,2034,0
128,61150,0,1663877125.914771000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2035,0
128,61153,0,1663877125.915800000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2036,0
128,61154,0,1663877125.916883000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2037,0
128,61155,0,1663877125.918061000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2038,0
53,443,1,1663877125.920699000,0,61150,208.67.222.222,10.169.169.21,Windows,udp,20,2039,0
53,443,1,1663877125.920955000,0,61154,208.67.222.222,10.169.169.21,Windows,udp,20,2040,0
128,59507,0,1663877125.922228000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,2041,0
125,53,0,1663877125.923992000,0,59507,10.100.70.24,10.169.169.21,Windows,udp,20,2042,0
53,443,1,1663877125.924302000,0,61155,208.67.222.222,10.169.169.21,Windows,udp,20,2043,0
128,59508,0,1663877125.925180000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,2044,0
53,443,1,1663877125.926440000,0,50333,208.67.222.222,10.169.169.21,Windows,udp,20,2045,0
128,59510,0,1663877125.927985000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2046,0
121,53,0,1663877125.929052000,0,59508,10.182.70.24,10.169.169.21,Windows,udp,20,2047,0
128,64614,0,1663877125.930213000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,2048,0
53,443,1,1663877125.933130000,0,59510,208.67.222.222,10.169.169.21,Windows,udp,20,2049,0
120,53,0,1663877125.933826000,0,64614,10.182.70.95,10.169.169.21,Windows,udp,20,2050,0
128,64615,0,1663877125.934690000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,2051,0
128,64617,0,1663877125.935759000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2052,0
53,443,1,1663877125.939153000,0,64617,208.67.222.222,10.169.169.21,Windows,udp,20,2053,0
120,53,0,1663877125.942752000,0,64615,10.248.14.16,10.169.169.21,Windows,udp,20,2054,0
128,N/A,1,1663877125.963796000,0,N/A,10.169.169.21,72.163.1.80,Windows,N/A,20,2055,0
53,443,1,1663877125.979826000,0,61153,208.67.222.222,10.169.169.21,Windows,udp,20,2056,0
128,64619,0,1663877125.982070000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2057,0
53,443,1,1663877125.985576000,0,64619,208.67.222.222,10.169.169.21,Windows,udp,20,2058,0
128,49477,0,1663877125.988076000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,2059,0
128,49476,1,1663877125.988696000,0,443,10.169.169.21,104.16.85.20,Windows,udp,20,2060,0
53,443,1,1663877125.993748000,0,49477,208.67.222.222,10.169.169.21,Windows,udp,20,2061,0
53,443,1,1663877125.997506000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2062,0
53,443,0,1663877125.997833000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2063,0
53,443,0,1663877125.997833000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2064,0
128,49476,1,1663877125.999074000,0,443,10.169.169.21,104.16.85.20,Windows,udp,20,2065,0
128,49476,1,1663877126.010700000,0,443,10.169.169.21,104.16.85.20,Windows,udp,20,2066,0
128,49476,1,1663877126.011367000,0,443,10.169.169.21,104.16.85.20,Windows,udp,20,2067,0
128,49476,1,1663877126.012088000,0,443,10.169.169.21,104.16.85.20,Windows,udp,20,2068,0
128,N/A,1,1663877126.014450000,0,N/A,10.169.169.21,104.16.148.64,Windows,N/A,20,2069,0
53,443,1,1663877126.015387000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2070,0
53,443,1,1663877126.015559000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2071,0
53,443,1,1663877126.015559000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2072,0
53,443,1,1663877126.015950000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2073,0
53,443,1,1663877126.015950000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2074,0
128,49476,1,1663877126.016066000,0,443,10.169.169.21,104.16.85.20,Windows,udp,20,2075,0
128,49476,1,1663877126.016279000,0,443,10.169.169.21,104.16.85.20,Windows,udp,20,2076,0
53,443,1,1663877126.016455000,0,49476,104.16.85.20,10.169.169.21,Windows,udp,20,2077,0
53,N/A,1,1663877126.018346000,0,N/A,104.16.148.64,10.169.169.21,Windows,N/A,20,2078,0
128,N/A,1,1663877126.018501000,0,N/A,10.169.169.21,104.16.148.64,Windows,N/A,20,2079,0
