TTL,SRC_PORT,DF_FLAG,TIMESTAMP,MF_FLAG,DST_PORT,SRC_IP,DST_IP,KNOWN_HOST_DEVICE,PROTOCOL,PACKET_SIZE,PACKET_NO,IP_FRAG_OFF
54,N/A,1,1663877090.666318000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,308,0
54,N/A,1,1663877090.666318000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,309,0
128,N/A,1,1663877090.666550000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,310,0
128,N/A,1,1663877090.667187000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,311,0
54,N/A,1,1663877090.670759000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,312,0
128,N/A,1,1663877090.670920000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,313,0
53,443,1,1663877090.698496000,0,55953,208.67.222.222,10.169.169.21,Windows,udp,20,314,0
54,N/A,1,1663877090.714194000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,315,0
53,N/A,1,1663877090.762476000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,316,0
128,N/A,1,1663877090.802138000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,318,0
54,N/A,1,1663877091.082378000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,319,0
54,N/A,1,1663877091.082963000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,320,0
54,N/A,1,1663877091.082963000,0,N/A,192.0.78.22,10.169.169.21,Windows,N/A,20,321,0
128,N/A,1,1663877091.083066000,0,N/A,10.169.169.21,192.0.78.22,Windows,N/A,20,322,0
128,64948,0,1663877091.089770000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,323,0
53,443,1,1663877091.107011000,0,64948,208.67.222.222,10.169.169.21,Windows,udp,20,324,0
128,63887,1,1663877091.110200000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,325,0
128,63887,1,1663877091.110693000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,326,0
54,443,1,1663877091.116152000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,327,0
54,443,1,1663877091.116416000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,328,0
54,443,1,1663877091.116416000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,329,0
128,63887,1,1663877091.117320000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,330,0
128,63887,1,1663877091.117558000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,331,0
128,63887,1,1663877091.118041000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,332,0
128,63887,1,1663877091.118140000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,333,0
54,443,1,1663877091.119518000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,334,0
54,443,1,1663877091.120534000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,335,0
128,63887,1,1663877091.120752000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,336,0
54,443,1,1663877091.121541000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,337,0
54,443,1,1663877091.127788000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,338,0
54,443,1,1663877091.127977000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,339,0
128,63887,1,1663877091.128423000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,340,0
128,63887,1,1663877091.154398000,0,443,10.169.169.21,142.251.33.35,Windows,udp,20,341,0
54,443,1,1663877091.156746000,0,63887,142.251.33.35,10.169.169.21,Windows,udp,20,342,0
53,N/A,1,1663877092.255220000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,343,0
128,N/A,1,1663877092.296285000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,344,0
53,N/A,1,1663877093.234382000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,346,0
128,N/A,1,1663877093.274824000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,347,0
128,64946,0,1663877096.175028000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,351,0
128,51622,0,1663877096.176362000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,352,0
128,64946,0,1663877096.199912000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,353,0
128,51622,0,1663877096.201803000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,354,0
125,53,0,1663877096.267656000,0,51622,10.100.70.24,10.169.169.21,Windows,udp,20,355,0
128,57843,0,1663877096.268964000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,356,0
128,57843,0,1663877096.296414000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,357,0
125,53,0,1663877096.322491000,0,64946,10.100.70.24,10.169.169.21,Windows,udp,20,358,0
121,53,0,1663877096.322491000,0,64946,10.182.70.24,10.169.169.21,Windows,udp,20,359,0
121,53,0,1663877096.322814000,0,51622,10.182.70.24,10.169.169.21,Windows,udp,20,360,0
125,53,0,1663877096.322814000,0,57843,10.100.70.24,10.169.169.21,Windows,udp,20,361,0
128,59903,0,1663877096.323824000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,362,0
128,58978,0,1663877096.323986000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,363,0
128,58978,0,1663877096.349429000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,364,0
128,59903,0,1663877096.349429000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,365,0
120,53,0,1663877096.386323000,0,57843,10.182.70.24,10.169.169.21,Windows,udp,20,366,0
125,53,0,1663877096.386323000,0,58978,10.100.70.24,10.169.169.21,Windows,udp,20,367,0
125,53,0,1663877096.386323000,0,59903,10.100.70.24,10.169.169.21,Windows,udp,20,368,0
120,53,0,1663877096.387415000,0,59903,10.182.70.24,10.169.169.21,Windows,udp,20,369,0
120,53,0,1663877096.387415000,0,58978,10.182.70.24,10.169.169.21,Windows,udp,20,370,0
128,65286,0,1663877096.387624000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,371,0
125,53,0,1663877096.388800000,0,65286,10.100.70.24,10.169.169.21,Windows,udp,20,372,0
128,54191,0,1663877096.927594000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,373,0
53,443,1,1663877096.967605000,0,54191,208.67.222.222,10.169.169.21,Windows,udp,20,374,0
128,54193,0,1663877096.969391000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,375,0
128,57850,1,1663877096.970067000,0,443,10.169.169.21,142.251.32.131,Windows,udp,20,376,0
128,57850,1,1663877096.970538000,0,443,10.169.169.21,142.251.32.131,Windows,udp,20,377,0
128,57850,1,1663877096.971286000,0,443,10.169.169.21,142.251.32.131,Windows,udp,20,378,0
54,443,1,1663877096.976732000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,379,0
54,443,1,1663877096.976732000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,380,0
54,443,1,1663877096.976732000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,381,0
128,57850,1,1663877096.977669000,0,443,10.169.169.21,142.251.32.131,Windows,udp,20,382,0
128,57850,1,1663877096.977890000,0,443,10.169.169.21,142.251.32.131,Windows,udp,20,383,0
54,443,1,1663877096.981562000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,384,0
54,443,1,1663877096.981562000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,385,0
54,443,1,1663877096.981562000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,386,0
54,443,1,1663877096.981562000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,387,0
128,57850,1,1663877096.981922000,0,443,10.169.169.21,142.251.32.131,Windows,udp,20,388,0
128,57850,1,1663877096.982213000,0,443,10.169.169.21,142.251.32.131,Windows,udp,20,389,0
53,443,1,1663877096.985552000,0,54193,208.67.222.222,10.169.169.21,Windows,udp,20,390,0
54,443,1,1663877096.985552000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,391,0
128,57850,1,1663877096.986175000,0,443,10.169.169.21,142.251.32.131,Windows,udp,20,392,0
54,443,1,1663877096.988529000,0,57850,142.251.32.131,10.169.169.21,Windows,udp,20,393,0
53,N/A,1,1663877097.943807000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,395,0
128,N/A,1,1663877097.983782000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,396,0
128,N/A,1,1663877098.463726000,0,N/A,10.169.169.21,142.250.114.188,Windows,N/A,20,397,0
118,N/A,0,1663877098.486109000,0,N/A,142.250.114.188,10.169.169.21,Windows,N/A,20,398,0
53,N/A,1,1663877098.487664000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,399,0
128,N/A,1,1663877098.528182000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,400,0
53,N/A,1,1663877098.768095000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,402,0
128,N/A,1,1663877098.808752000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,403,0
128,56584,1,1663877099.239941000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,404,0
128,56584,1,1663877099.240157000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,405,0
54,443,1,1663877099.270874000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,406,0
54,443,1,1663877099.274657000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,407,0
128,56584,1,1663877099.296865000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,408,0
54,443,1,1663877099.298381000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,409,0
128,56584,1,1663877099.298982000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,410,0
54,443,1,1663877099.327311000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,411,0
128,56584,1,1663877099.327982000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,412,0
54,443,1,1663877099.328004000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,413,0
128,56584,1,1663877099.328283000,0,443,10.169.169.21,142.251.45.78,Windows,udp,20,414,0
54,443,1,1663877099.357422000,0,56584,142.251.45.78,10.169.169.21,Windows,udp,20,415,0
53,N/A,1,1663877100.318645000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,418,0
43,N/A,1,1663877100.318645000,0,N/A,128.95.155.134,10.169.169.21,Windows,N/A,20,419,0
128,N/A,1,1663877100.318815000,0,N/A,10.169.169.21,128.95.155.134,Windows,N/A,20,420,0
128,N/A,1,1663877100.359517000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,421,0
53,N/A,1,1663877101.636499000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,423,0
128,N/A,1,1663877101.676686000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,424,0
53,N/A,1,1663877103.215605000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,426,0
128,N/A,1,1663877103.256171000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,427,0
53,N/A,1,1663877105.318584000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,429,0
128,N/A,1,1663877105.359916000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,430,0
53,N/A,1,1663877106.769056000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,432,0
128,N/A,1,1663877106.809214000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,433,0
53,N/A,1,1663877108.704088000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,436,0
128,N/A,1,1663877108.744324000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,437,0
53,N/A,1,1663877109.620750000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,439,0
128,N/A,1,1663877109.660732000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,440,0
53,N/A,1,1663877111.508242000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,443,0
53,N/A,1,1663877111.519737000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,444,0
128,N/A,1,1663877111.519857000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,445,0
128,N/A,1,1663877113.809447000,0,N/A,10.169.169.21,10.124.17.47,Windows,N/A,20,447,0
128,N/A,1,1663877113.809452000,0,N/A,10.169.169.21,10.169.160.1,Windows,N/A,20,448,0
53,N/A,1,1663877113.812350000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,449,0
128,52063,0,1663877113.815045000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,450,0
128,52064,0,1663877113.815726000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,451,0
125,53,0,1663877113.816157000,0,52063,10.100.70.24,10.169.169.21,Windows,udp,20,452,0
128,52065,0,1663877113.816531000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,453,0
128,52066,0,1663877113.817288000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,454,0
128,58451,0,1663877113.820398000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,455,0
125,53,0,1663877113.822130000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,456,0
128,63234,0,1663877113.822267000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,457,0
120,53,0,1663877113.825523000,0,52066,10.248.14.16,10.169.169.21,Windows,udp,20,458,0
53,443,1,1663877113.825759000,0,63234,208.67.222.222,10.169.169.21,Windows,udp,20,459,0
128,N/A,1,1663877113.827931000,0,N/A,10.169.169.21,72.163.1.80,Windows,N/A,20,460,0
128,58451,0,1663877113.828140000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,461,0
125,53,0,1663877113.829555000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,462,0
128,63232,0,1663877113.834905000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,463,0
125,53,0,1663877113.836139000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,464,0
128,58451,0,1663877113.841566000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,465,0
125,53,0,1663877113.842746000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,466,0
128,63232,0,1663877113.848403000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,467,0
121,53,0,1663877113.848418000,0,52064,10.182.70.24,10.169.169.21,Windows,udp,20,468,0
120,53,0,1663877113.848876000,0,52065,10.182.70.95,10.169.169.21,Windows,udp,20,469,0
125,53,0,1663877113.849614000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,470,0
128,N/A,1,1663877113.851701000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,471,0
128,58451,0,1663877113.855951000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,472,0
125,53,0,1663877113.857009000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,473,0
128,63232,0,1663877113.862877000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,474,0
125,53,0,1663877113.867019000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,475,0
128,58451,0,1663877113.874222000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,476,0
125,53,0,1663877113.875967000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,477,0
128,63232,0,1663877113.882149000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,478,0
125,53,0,1663877113.883839000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,479,0
128,58451,0,1663877113.890176000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,480,0
125,53,0,1663877113.891470000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,481,0
53,N/A,1,1663877114.329295000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,483,0
128,N/A,1,1663877114.369328000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,484,0
53,N/A,1,1663877114.371466000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,485,0
128,N/A,1,1663877114.411677000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,486,0
128,N/A,1,1663877114.809638000,0,N/A,10.169.169.21,10.169.160.1,Windows,N/A,20,487,0
128,N/A,1,1663877114.809640000,0,N/A,10.169.169.21,10.124.17.47,Windows,N/A,20,488,0
128,N/A,1,1663877114.829159000,0,N/A,10.169.169.21,72.163.1.80,Windows,N/A,20,489,0
128,N/A,1,1663877116.810172000,0,N/A,10.169.169.21,10.124.17.47,Windows,N/A,20,491,0
128,N/A,1,1663877116.810172000,0,N/A,10.169.169.21,10.169.160.1,Windows,N/A,20,492,0
53,N/A,1,1663877116.818679000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,493,0
128,N/A,1,1663877116.829437000,0,N/A,10.169.169.21,72.163.1.80,Windows,N/A,20,494,0
128,N/A,1,1663877116.860100000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,495,0
128,N/A,1,1663877117.986243000,0,N/A,10.169.169.21,34.98.127.226,Windows,N/A,20,499,0
118,N/A,0,1663877117.990382000,0,N/A,34.98.127.226,10.169.169.21,Windows,N/A,20,500,0
53,N/A,1,1663877118.126139000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,501,0
128,N/A,1,1663877118.166806000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,502,0
128,63232,0,1663877118.793069000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,504,0
125,53,0,1663877118.796933000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,505,0
128,58451,0,1663877118.808546000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,506,0
125,53,0,1663877118.819505000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,507,0
128,63232,0,1663877118.831750000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,508,0
125,53,0,1663877118.845621000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,509,0
128,58451,0,1663877118.855482000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,510,0
125,53,0,1663877118.857430000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,511,0
128,63232,0,1663877118.892566000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,512,0
125,53,0,1663877118.894795000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,513,0
128,58451,0,1663877118.905025000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,514,0
125,53,0,1663877118.906246000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,515,0
128,63232,0,1663877118.914719000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,516,0
125,53,0,1663877118.915906000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,517,0
128,58451,0,1663877118.924461000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,518,0
125,53,0,1663877118.926442000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,519,0
128,63232,0,1663877118.933741000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,520,0
125,53,0,1663877118.934804000,0,63232,10.100.70.24,10.169.169.21,Windows,udp,20,521,0
128,58451,0,1663877118.942938000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,522,0
125,53,0,1663877118.944513000,0,58451,10.100.70.24,10.169.169.21,Windows,udp,20,523,0
128,N/A,1,1663877118.959344000,0,N/A,10.169.169.21,72.163.1.80,Windows,N/A,20,524,0
128,63235,0,1663877119.007566000,0,53,10.169.169.21,10.100.70.24,Windows,udp,20,525,0
125,53,0,1663877119.008643000,0,63235,10.100.70.24,10.169.169.21,Windows,udp,20,526,0
128,63236,0,1663877119.011355000,0,53,10.169.169.21,10.182.70.24,Windows,udp,20,527,0
120,53,0,1663877119.015286000,0,63236,10.182.70.24,10.169.169.21,Windows,udp,20,528,0
128,63237,0,1663877119.017628000,0,53,10.169.169.21,10.182.70.95,Windows,udp,20,529,0
121,53,0,1663877119.448397000,0,63237,10.182.70.95,10.169.169.21,Windows,udp,20,530,0
128,63238,0,1663877119.450345000,0,53,10.169.169.21,10.248.14.16,Windows,udp,20,531,0
121,53,0,1663877119.458526000,0,63238,10.248.14.16,10.169.169.21,Windows,udp,20,532,0
128,63240,0,1663877119.462485000,0,443,10.169.169.21,208.67.222.222,Windows,udp,20,533,0
53,443,1,1663877119.465818000,0,63240,208.67.222.222,10.169.169.21,Windows,udp,20,534,0
128,N/A,1,1663877119.958860000,0,N/A,10.169.169.21,72.163.1.80,Windows,N/A,20,535,0
128,N/A,1,1663877120.036243000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,536,0
53,N/A,1,1663877120.043123000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,537,0
53,N/A,1,1663877120.076864000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,538,0
128,N/A,1,1663877120.118454000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,539,0
53,N/A,1,1663877120.698590000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,540,0
128,N/A,1,1663877120.738602000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,541,0
128,N/A,1,1663877120.810205000,0,N/A,10.169.169.21,10.169.160.1,Windows,N/A,20,542,0
128,N/A,1,1663877120.811851000,0,N/A,10.169.169.21,10.124.17.47,Windows,N/A,20,543,0
128,N/A,1,1663877120.829247000,0,N/A,10.169.169.21,72.163.1.80,Windows,N/A,20,544,0
128,63514,1,1663877121.447253000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,547,0
128,63514,1,1663877121.448112000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,548,0
128,63514,1,1663877121.449115000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,549,0
128,63514,1,1663877121.449414000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,550,0
53,N/A,1,1663877121.491458000,0,N/A,162.159.133.234,10.169.169.21,Windows,N/A,20,551,0
128,N/A,1,1663877121.530830000,0,N/A,10.169.169.21,162.159.133.234,Windows,N/A,20,552,0
55,443,1,1663877121.538155000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,553,0
55,443,1,1663877121.538155000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,554,0
55,443,1,1663877121.538155000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,555,0
128,63514,1,1663877121.539956000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,556,0
128,63514,1,1663877121.541342000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,557,0
55,443,1,1663877121.541426000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,558,0
128,63514,1,1663877121.568983000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,559,0
55,443,1,1663877121.577293000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,560,0
55,443,1,1663877121.581474000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,561,0
128,63514,1,1663877121.582174000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,562,0
55,443,1,1663877121.653207000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,563,0
55,443,1,1663877121.653207000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,564,0
55,443,1,1663877121.653207000,0,63514,142.251.41.36,10.169.169.21,Windows,udp,20,565,0
128,63514,1,1663877121.654297000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,566,0
128,63514,1,1663877121.654871000,0,443,10.169.169.21,142.251.41.36,Windows,udp,20,567,0
