DF_FLAG,PACKET_NO,TLS_VERSION,SRC_IP,TLS_CIPHER_SUITES,SUB_PROTOCOL,TLS_EXTENSION_SIG_ALGS,DST_IP,TTL,MF_FLAG,PACKET_SIZE,TIMESTAMP,IP_FRAG_OFF,KNOWN_HOST_DEVICE 
1,4223,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.704080000,0,MacOS
1,4224,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.704081000,0,MacOS
1,4225,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897784.704627000,0,MacOS
1,4226,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897784.704660000,0,MacOS
1,4227,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897784.705021000,0,MacOS
1,4228,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897784.705024000,0,MacOS
1,4229,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.713810000,0,MacOS
1,4230,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.713810000,0,MacOS
1,4231,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.713811000,0,MacOS
1,4232,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897784.714052000,0,MacOS
1,4233,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897784.717057000,0,MacOS
1,4234,N/A,192.168.86.21,N/A,N/A,N/A,216.58.193.131,64,0,20,1666897784.736356000,0,MacOS
1,4235,N/A,216.58.193.131,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.743018000,0,MacOS
1,4236,N/A,216.58.193.131,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.759197000,0,MacOS
1,4237,N/A,216.58.193.131,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.759198000,0,MacOS
1,4238,N/A,192.168.86.21,N/A,N/A,N/A,216.58.193.131,64,0,20,1666897784.759459000,0,MacOS
1,4239,N/A,192.168.86.21,N/A,N/A,N/A,216.58.193.131,64,0,20,1666897784.785215000,0,MacOS
1,4240,N/A,216.58.193.131,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.789778000,0,MacOS
1,4241,N/A,142.251.35.202,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.799064000,0,MacOS
1,4242,N/A,192.168.86.21,N/A,N/A,N/A,142.251.35.202,64,0,20,1666897784.800554000,0,MacOS
1,4244,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897784.915282000,0,MacOS
1,4245,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897784.949285000,0,MacOS
1,4246,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.025430000,0,MacOS
1,4247,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.025436000,0,MacOS
1,4248,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.025510000,0,MacOS
1,4249,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.025572000,0,MacOS
0,4250,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.035811000,0,MacOS
0,4251,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.035812000,0,MacOS
0,4252,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.035812000,0,MacOS
0,4253,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.035812000,0,MacOS
1,4254,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.150793000,0,MacOS
1,4255,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167893000,0,MacOS
1,4256,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167895000,0,MacOS
1,4257,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167896000,0,MacOS
1,4258,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167897000,0,MacOS
1,4259,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167898000,0,MacOS
1,4260,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167899000,0,MacOS
1,4261,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167900000,0,MacOS
1,4262,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167901000,0,MacOS
1,4263,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167902000,0,MacOS
1,4264,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167903000,0,MacOS
1,4265,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167904000,0,MacOS
1,4266,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167906000,0,MacOS
1,4267,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167907000,0,MacOS
1,4268,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167908000,0,MacOS
1,4269,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167908000,0,MacOS
1,4270,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167909000,0,MacOS
1,4271,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167910000,0,MacOS
1,4272,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167911000,0,MacOS
1,4273,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167912000,0,MacOS
1,4274,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167913000,0,MacOS
1,4275,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.167914000,0,MacOS
1,4276,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.168586000,0,MacOS
1,4277,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.168653000,0,MacOS
1,4278,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.168896000,0,MacOS
1,4279,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169127000,0,MacOS
1,4280,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169166000,0,MacOS
1,4281,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169283000,0,MacOS
1,4282,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169291000,0,MacOS
1,4283,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169293000,0,MacOS
1,4284,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169294000,0,MacOS
1,4285,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169295000,0,MacOS
1,4286,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169296000,0,MacOS
1,4287,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169296000,0,MacOS
1,4288,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169297000,0,MacOS
1,4289,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169298000,0,MacOS
1,4290,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.169300000,0,MacOS
1,4291,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169305000,0,MacOS
1,4292,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169559000,0,MacOS
1,4293,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169596000,0,MacOS
1,4294,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169675000,0,MacOS
1,4295,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169747000,0,MacOS
1,4296,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169793000,0,MacOS
1,4297,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169909000,0,MacOS
1,4298,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.169944000,0,MacOS
1,4299,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.170050000,0,MacOS
1,4300,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.172239000,0,MacOS
1,4301,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.172240000,0,MacOS
1,4302,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.172241000,0,MacOS
1,4303,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.172241000,0,MacOS
1,4304,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.172464000,0,MacOS
1,4305,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.172501000,0,MacOS
1,4306,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.174953000,0,MacOS
1,4307,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.174955000,0,MacOS
1,4308,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.174955000,0,MacOS
1,4309,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.174956000,0,MacOS
1,4310,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.174956000,0,MacOS
1,4311,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.174957000,0,MacOS
1,4312,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.175137000,0,MacOS
1,4313,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.175165000,0,MacOS
1,4314,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.175212000,0,MacOS
1,4315,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.175968000,0,MacOS
1,4316,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.175969000,0,MacOS
1,4317,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.175970000,0,MacOS
1,4318,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.175970000,0,MacOS
1,4319,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.175971000,0,MacOS
1,4320,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.175971000,0,MacOS
1,4321,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.175972000,0,MacOS
1,4322,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.175972000,0,MacOS
1,4323,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.176262000,0,MacOS
1,4324,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.176399000,0,MacOS
1,4325,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.176404000,0,MacOS
1,4326,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.176460000,0,MacOS
1,4327,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.176936000,0,MacOS
1,4328,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.176937000,0,MacOS
1,4329,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.176938000,0,MacOS
1,4330,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.176938000,0,MacOS
1,4331,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.177158000,0,MacOS
1,4332,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.177226000,0,MacOS
1,4333,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179975000,0,MacOS
1,4334,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179976000,0,MacOS
1,4335,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179977000,0,MacOS
1,4336,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179977000,0,MacOS
1,4337,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179978000,0,MacOS
1,4338,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179978000,0,MacOS
1,4339,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179979000,0,MacOS
1,4340,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179979000,0,MacOS
1,4341,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179980000,0,MacOS
1,4342,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179980000,0,MacOS
1,4343,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179981000,0,MacOS
1,4344,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179982000,0,MacOS
1,4345,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179982000,0,MacOS
1,4346,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179983000,0,MacOS
1,4347,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179983000,0,MacOS
1,4348,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.179984000,0,MacOS
1,4349,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.180194000,0,MacOS
1,4350,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.180225000,0,MacOS
1,4351,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.180273000,0,MacOS
1,4352,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.180359000,0,MacOS
1,4353,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.180386000,0,MacOS
1,4354,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.180411000,0,MacOS
1,4355,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.180499000,0,MacOS
1,4356,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.180524000,0,MacOS
1,4357,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.181715000,0,MacOS
1,4358,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.181715000,0,MacOS
1,4359,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.181716000,0,MacOS
1,4360,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.181716000,0,MacOS
1,4361,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.181848000,0,MacOS
1,4362,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.181869000,0,MacOS
1,4363,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.95,64,0,20,1666897785.207986000,0,MacOS
1,4364,N/A,142.250.138.95,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897785.208444000,0,MacOS
0,4365,N/A,192.168.86.23,N/A,N/A,N/A,224.0.0.251,255,0,20,1666897785.223995000,0,MacOS
0,4367,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.351577000,0,MacOS
0,4368,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.351578000,0,MacOS
0,4369,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.351579000,0,MacOS
0,4370,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.351579000,0,MacOS
1,4371,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.351649000,0,MacOS
1,4372,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.351870000,0,MacOS
1,4373,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.353155000,0,MacOS
0,4374,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.357364000,0,MacOS
0,4375,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.357365000,0,MacOS
1,4376,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.357426000,0,MacOS
1,4377,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897785.358472000,0,MacOS
0,4378,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.362681000,0,MacOS
0,4379,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897785.366990000,0,MacOS
1,4381,N/A,17.57.144.89,N/A,N/A,N/A,192.168.86.21,52,0,20,1666897786.455519000,0,MacOS
1,4382,N/A,192.168.86.21,N/A,N/A,N/A,17.57.144.89,64,0,20,1666897786.455763000,0,MacOS
1,4383,N/A,192.168.86.21,N/A,N/A,N/A,17.57.144.89,64,0,20,1666897786.458454000,0,MacOS
1,4384,N/A,17.57.144.89,N/A,N/A,N/A,192.168.86.21,52,0,20,1666897786.505322000,0,MacOS
1,4385,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897786.517962000,0,MacOS
1,4386,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897786.518007000,0,MacOS
1,4387,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897786.518047000,0,MacOS
1,4388,N/A,192.168.86.21,N/A,N/A,N/A,17.57.144.89,64,0,20,1666897786.523904000,0,MacOS
1,4389,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897786.525834000,0,MacOS
1,4390,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897786.525835000,0,MacOS
1,4391,N/A,17.57.144.89,N/A,N/A,N/A,192.168.86.21,52,0,20,1666897786.529982000,0,MacOS
1,4392,N/A,17.57.144.89,N/A,N/A,N/A,192.168.86.21,52,0,20,1666897786.529983000,0,MacOS
1,4393,N/A,192.168.86.21,N/A,N/A,N/A,17.57.144.89,64,0,20,1666897786.530153000,0,MacOS
1,4394,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897786.551691000,0,MacOS
1,4395,N/A,192.168.86.21,N/A,N/A,N/A,17.57.144.89,64,0,20,1666897786.551828000,0,MacOS
1,4396,N/A,17.57.144.89,N/A,N/A,N/A,192.168.86.21,52,0,20,1666897786.558834000,0,MacOS
1,4397,N/A,192.168.86.21,N/A,N/A,N/A,17.57.144.89,64,0,20,1666897786.559036000,0,MacOS
1,4398,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897786.578571000,0,MacOS
1,4399,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897786.578572000,0,MacOS
1,4400,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897786.579074000,0,MacOS
1,4401,N/A,192.168.86.21,N/A,N/A,N/A,142.251.116.102,64,0,20,1666897786.605208000,0,MacOS
1,4402,N/A,142.251.116.102,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897786.611211000,0,MacOS
0,4403,N/A,192.168.86.23,N/A,N/A,N/A,224.0.0.251,255,0,20,1666897787.477039000,0,MacOS
0,4405,N/A,192.168.86.30,N/A,N/A,N/A,224.0.0.251,255,0,20,1666897787.682408000,0,MacOS
1,4407,N/A,192.168.86.21,N/A,N/A,N/A,216.58.193.131,64,0,20,1666897787.784729000,0,MacOS
1,4408,N/A,216.58.193.131,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897787.798234000,0,MacOS
1,4409,N/A,216.58.193.131,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897787.823322000,0,MacOS
1,4410,N/A,216.58.193.131,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897787.823322000,0,MacOS
1,4411,N/A,192.168.86.21,N/A,N/A,N/A,216.58.193.131,64,0,20,1666897787.823635000,0,MacOS
1,4412,N/A,192.168.86.21,N/A,N/A,N/A,216.58.193.131,64,0,20,1666897787.850107000,0,MacOS
1,4413,N/A,216.58.193.131,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897787.856521000,0,MacOS
1,4414,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897788.127551000,0,MacOS
1,4415,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897788.127557000,0,MacOS
1,4416,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897788.127640000,0,MacOS
1,4417,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897788.127728000,0,MacOS
0,4418,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.144422000,0,MacOS
0,4419,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.144423000,0,MacOS
0,4420,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.144423000,0,MacOS
0,4421,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.144423000,0,MacOS
1,4422,N/A,142.251.35.202,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897788.402683000,0,MacOS
1,4423,N/A,142.251.35.202,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897788.402683000,0,MacOS
1,4424,N/A,192.168.86.21,N/A,N/A,N/A,142.251.35.202,64,0,20,1666897788.404129000,0,MacOS
1,4425,N/A,192.168.86.21,N/A,N/A,N/A,142.251.40.74,64,0,20,1666897788.406161000,0,MacOS
1,4426,N/A,142.251.40.74,N/A,N/A,N/A,192.168.86.21,58,0,20,1666897788.411366000,0,MacOS
0,4427,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.427784000,0,MacOS
0,4428,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.427784000,0,MacOS
0,4429,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.427785000,0,MacOS
0,4430,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.427786000,0,MacOS
0,4431,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.427786000,0,MacOS
1,4432,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897788.427858000,0,MacOS
1,4433,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897788.427969000,0,MacOS
0,4434,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.429746000,0,MacOS
0,4435,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.429746000,0,MacOS
1,4436,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897788.429810000,0,MacOS
1,4437,N/A,192.168.86.21,N/A,N/A,N/A,142.250.138.17,64,0,20,1666897788.430383000,0,MacOS
1,4438,N/A,142.251.40.74,N/A,N/A,N/A,192.168.86.21,58,0,20,1666897788.436274000,0,MacOS
1,4439,N/A,142.251.40.74,N/A,N/A,N/A,192.168.86.21,58,0,20,1666897788.436275000,0,MacOS
1,4440,N/A,192.168.86.21,N/A,N/A,N/A,142.251.40.74,64,0,20,1666897788.436592000,0,MacOS
1,4441,N/A,192.168.86.21,N/A,N/A,N/A,142.251.35.202,64,0,20,1666897788.438163000,0,MacOS
0,4442,N/A,142.250.138.17,N/A,N/A,N/A,192.168.86.21,120,0,20,1666897788.439398000,0,MacOS
1,4443,N/A,142.251.35.202,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897788.443714000,0,MacOS
1,4444,N/A,192.168.86.21,N/A,N/A,N/A,142.251.35.202,64,0,20,1666897788.445215000,0,MacOS
1,4445,N/A,192.168.86.21,N/A,N/A,N/A,142.251.40.74,64,0,20,1666897788.462762000,0,MacOS
1,4446,N/A,142.251.40.74,N/A,N/A,N/A,192.168.86.21,58,0,20,1666897788.465715000,0,MacOS
1,4447,N/A,142.251.35.202,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897788.469975000,0,MacOS
1,4448,N/A,192.168.86.21,N/A,N/A,N/A,142.251.35.202,64,0,20,1666897788.470195000,0,MacOS
1,4449,N/A,142.251.35.202,N/A,N/A,N/A,192.168.86.21,57,0,20,1666897788.476494000,0,MacOS
0,4450,N/A,192.168.86.23,N/A,N/A,N/A,224.0.0.251,255,0,20,1666897789.320547000,0,MacOS
1,4452,N/A,192.168.86.21,N/A,N/A,N/A,142.251.45.78,64,0,20,1666897789.595338000,0,MacOS
1,4453,N/A,192.168.86.21,N/A,N/A,N/A,142.251.45.78,64,0,20,1666897789.595785000,0,MacOS
1,4454,N/A,142.251.45.78,N/A,N/A,N/A,192.168.86.21,59,0,20,1666897789.612651000,0,MacOS
1,4455,N/A,142.251.45.78,N/A,N/A,N/A,192.168.86.21,59,0,20,1666897789.612652000,0,MacOS
1,4456,N/A,142.251.45.78,N/A,N/A,N/A,192.168.86.21,59,0,20,1666897789.612653000,0,MacOS
1,4457,N/A,192.168.86.21,N/A,N/A,N/A,142.251.45.78,64,0,20,1666897789.613667000,0,MacOS
1,4458,N/A,192.168.86.21,N/A,N/A,N/A,142.251.45.78,64,0,20,1666897789.613917000,0,MacOS
1,4459,N/A,192.168.86.21,N/A,N/A,N/A,142.251.45.78,64,0,20,1666897789.614336000,0,MacOS
1,4460,N/A,192.168.86.21,N/A,N/A,N/A,142.251.45.78,64,0,20,1666897789.614342000,0,MacOS
1,4461,N/A,192.168.86.21,N/A,N/A,N/A,142.251.45.78,64,0,20,1666897789.614379000,0,MacOS
1,4462,N/A,142.251.45.78,N/A,N/A,N/A,192.168.86.21,59,0,20,1666897789.620206000,0,MacOS
