TLS_EXTENSION_SIG_ALGS,DST_PORT,TCP_URP,SRC_IP,TCP_ACK,IP_FRAG_OFF,SUB_PROTOCOL,DST_IP,MF_FLAG,PACKET_SIZE,TCP_OPTIONS,KNOWN_HOST_DEVICE,TLS_VERSION,TLS_CIPHER_SUITES,TCP_HDR_LEN,PACKET_NO,TCP_FLAGS,SRC_PORT,HTTP_USER_AGENT,TIMESTAMP,DF_FLAG,TTL,TCP_SEQ,PROTOCOL,TCP_WINDOW_SIZE
N/A,443,0,10.169.169.63,66874,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f4:aa:bb:8c:7a,MacOS,N/A,N/A,32,7593,·······A····,49163,N/A,1663875308.283647000,1,64,4091118259,tcp,2538
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7594,·······A····,443,N/A,1663875308.283783000,0,242,1918755696,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7595,·······A····,443,N/A,1663875308.283783000,0,242,1918757124,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7596,·······A····,443,N/A,1663875308.283784000,0,242,1918758552,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7597,·······A····,443,N/A,1663875308.283784000,0,242,1918759980,tcp,133
N/A,443,0,10.169.169.63,72586,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f4:aa:bb:8c:7a,MacOS,N/A,N/A,32,7598,·······A····,49163,N/A,1663875308.283833000,1,64,4091118259,tcp,2449
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7599,·······A····,443,N/A,1663875308.284019000,0,242,1918761408,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7600,·······A····,443,N/A,1663875308.284020000,0,242,1918762836,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7601,·······A····,443,N/A,1663875308.284020000,0,242,1918764264,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7602,·······A····,443,N/A,1663875308.284021000,0,242,1918765692,tcp,133
N/A,443,0,10.169.169.63,72586,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f4:aa:bb:8c:7a,MacOS,N/A,N/A,32,7603,·······A····,49163,N/A,1663875308.284033000,1,64,4091118259,tcp,2538
N/A,443,0,10.169.169.63,78298,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f4:aa:bb:8c:7a,MacOS,N/A,N/A,32,7604,·······A····,49163,N/A,1663875308.284062000,1,64,4091118259,tcp,2449
N/A,443,0,10.169.169.63,78298,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f5:aa:bb:8c:7a,MacOS,N/A,N/A,32,7605,·······A····,49163,N/A,1663875308.284203000,1,64,4091118259,tcp,2538
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7606,·······A····,443,N/A,1663875308.284402000,0,242,1918767120,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7607,·······A····,443,N/A,1663875308.284403000,0,242,1918768548,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7608,·······A····,443,N/A,1663875308.284404000,0,242,1918769976,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7609,·······A····,443,N/A,1663875308.284404000,0,242,1918771404,tcp,133
N/A,443,0,10.169.169.63,84010,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f5:aa:bb:8c:7a,MacOS,N/A,N/A,32,7610,·······A····,49163,N/A,1663875308.284454000,1,64,4091118259,tcp,2449
N/A,443,0,10.169.169.63,77667,0,N/A,10.182.80.154,0,20,01:01:08:0a:b5:c7:18:03:fb:fb:57:c0,MacOS,N/A,N/A,32,7611,·······AP···,49152,N/A,1663875308.284458000,1,64,3296087364,tcp,2048
N/A,443,0,10.169.169.63,84010,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f5:aa:bb:8c:7a,MacOS,N/A,N/A,32,7612,·······A····,49163,N/A,1663875308.284527000,1,64,4091118259,tcp,2538
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7613,·······A····,443,N/A,1663875308.285316000,0,242,1918772832,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7a:13:d2:d7:ed,MacOS,N/A,N/A,32,7614,·······AP···,443,N/A,1663875308.285317000,0,242,1918774260,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7615,·······A····,443,N/A,1663875308.285317000,0,242,1918775688,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7616,·······A····,443,N/A,1663875308.285318000,0,242,1918777116,tcp,133
N/A,443,0,10.169.169.63,89722,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7617,·······A····,49163,N/A,1663875308.285364000,1,64,4091118259,tcp,2449
N/A,443,0,10.169.169.63,89722,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7618,·······A····,49163,N/A,1663875308.285537000,1,64,4091118259,tcp,2538
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7619,·······A····,443,N/A,1663875308.285612000,0,242,1918778544,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7620,·······A····,443,N/A,1663875308.285613000,0,242,1918779972,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7621,·······A····,443,N/A,1663875308.285625000,0,242,1918781400,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7622,·······A····,443,N/A,1663875308.285625000,0,242,1918782828,tcp,133
N/A,443,0,10.169.169.63,92578,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7623,·······A····,49163,N/A,1663875308.285656000,1,64,4091118259,tcp,2494
N/A,443,0,10.169.169.63,95434,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7624,·······A····,49163,N/A,1663875308.285689000,1,64,4091118259,tcp,2449
N/A,443,0,10.169.169.63,95434,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7625,·······A····,49163,N/A,1663875308.285758000,1,64,4091118259,tcp,2538
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7626,·······A····,443,N/A,1663875308.285958000,0,242,1918784256,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7627,·······A····,443,N/A,1663875308.285959000,0,242,1918785684,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7628,·······A····,443,N/A,1663875308.285959000,0,242,1918787112,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7629,·······A····,443,N/A,1663875308.285959000,0,242,1918788540,tcp,133
N/A,443,0,10.169.169.63,101146,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7630,·······A····,49163,N/A,1663875308.286038000,1,64,4091118259,tcp,2449
N/A,443,0,10.169.169.63,101146,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7631,·······A····,49163,N/A,1663875308.286131000,1,64,4091118259,tcp,2538
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7632,·······A····,443,N/A,1663875308.286177000,0,242,1918789968,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7633,·······A····,443,N/A,1663875308.286178000,0,242,1918791396,tcp,133
N/A,443,0,10.169.169.63,104002,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7634,·······A····,49163,N/A,1663875308.286195000,1,64,4091118259,tcp,2494
N/A,443,0,10.169.169.63,104002,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7635,·······A····,49163,N/A,1663875308.286270000,1,64,4091118259,tcp,2538
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7636,·······A····,443,N/A,1663875308.286289000,0,242,1918792824,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7637,·······A····,443,N/A,1663875308.286289000,0,242,1918794252,tcp,133
N/A,443,0,10.169.169.63,106858,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f6:aa:bb:8c:7b,MacOS,N/A,N/A,32,7638,·······A····,49163,N/A,1663875308.286325000,1,64,4091118259,tcp,2494
N/A,443,0,10.169.169.63,106858,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f7:aa:bb:8c:7b,MacOS,N/A,N/A,32,7639,·······A····,49163,N/A,1663875308.286374000,1,64,4091118259,tcp,2538
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7640,·······A····,443,N/A,1663875308.287464000,0,242,1918795680,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7b:13:d2:d7:ed,MacOS,N/A,N/A,32,7641,·······AP···,443,N/A,1663875308.287466000,0,242,1918797108,tcp,133
N/A,49164,0,23.218.224.138,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:6b:64:9e:cc:13,MacOS,N/A,N/A,32,7642,·······AP···,443,N/A,1663875308.287467000,1,49,3278212717,tcp,506
N/A,49165,0,23.218.224.138,518,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:6c:a7:70:e2:8f,MacOS,N/A,N/A,32,7643,·······AP···,443,N/A,1663875308.287468000,1,50,590175137,tcp,506
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7644,·······A····,443,N/A,1663875308.287469000,0,242,1918798536,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7645,·······A····,443,N/A,1663875308.287470000,0,242,1918799964,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7646,·······A····,443,N/A,1663875308.287472000,0,242,1918801392,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7647,·······A····,443,N/A,1663875308.287473000,0,242,1918802820,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7648,·······A····,443,N/A,1663875308.287474000,0,242,1918804248,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7649,·······A····,443,N/A,1663875308.287475000,0,242,1918805676,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7650,·······A····,443,N/A,1663875308.287476000,0,242,1918807104,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7651,·······A····,443,N/A,1663875308.287477000,0,242,1918808532,tcp,133
N/A,443,0,10.169.169.63,4412,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:22:ef:a1:b9:6b,MacOS,N/A,N/A,32,7652,·······A····,49164,N/A,1663875308.287590000,1,64,569667238,tcp,2043
N/A,443,0,10.169.169.63,121138,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f8:aa:bb:8c:7e,MacOS,N/A,N/A,32,7653,·······A····,49163,N/A,1663875308.287756000,1,64,4091118259,tcp,4413
N/A,443,0,10.169.169.63,4412,0,N/A,23.218.224.138,0,20,01:01:08:0a:a7:70:e2:9e:ef:a1:b9:6c,MacOS,N/A,N/A,32,7654,·······A····,49165,N/A,1663875308.287762000,1,64,3855341953,tcp,2043
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7655,·······A····,443,N/A,1663875308.288072000,0,242,1918809960,tcp,133
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7656,·······A····,443,N/A,1663875308.288074000,0,242,1918811388,tcp,133
N/A,443,0,10.169.169.63,123994,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f8:aa:bb:8c:7e,MacOS,N/A,N/A,32,7657,·······A····,49163,N/A,1663875308.288303000,1,64,4091118259,tcp,4636
N/A,49163,0,13.226.206.153,1240,0,N/A,10.169.169.63,0,20,01:01:08:0a:aa:bb:8c:7e:13:d2:d7:f0,MacOS,N/A,N/A,32,7658,·······AP···,443,N/A,1663875308.288573000,0,242,1918812816,tcp,133
N/A,443,0,10.169.169.63,124533,0,N/A,13.226.206.153,0,20,01:01:08:0a:13:d2:d7:f9:aa:bb:8c:7e,MacOS,N/A,N/A,32,7659,·······A····,49163,N/A,1663875308.288717000,1,64,4091118259,tcp,4636
N/A,49152,0,10.182.80.154,2734,0,N/A,10.169.169.63,0,20,01:01:08:0a:fb:fb:5a:97:b5:c7:18:03,MacOS,N/A,N/A,32,7660,·······A····,443,N/A,1663875308.291549000,1,57,2275162250,tcp,501
N/A,49152,0,10.182.80.154,2734,0,N/A,10.169.169.63,0,20,01:01:08:0a:fb:fb:5a:97:b5:c7:18:03:01:01:05:0a:c4:76:4d:44:c4:76:51:62,MacOS,N/A,N/A,44,7661,·······A····,443,N/A,1663875308.291549000,1,57,2275162250,tcp,501
N/A,443,0,10.169.169.63,4412,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:2d:ef:a1:b9:6b,MacOS,N/A,N/A,32,7662,·······AP···,49164,N/A,1663875308.297950000,1,64,569667238,tcp,2048
N/A,443,0,10.169.169.63,4412,0,N/A,23.218.224.138,0,20,01:01:08:0a:a7:70:e2:a9:ef:a1:b9:6c,MacOS,N/A,N/A,32,7663,·······AP···,49165,N/A,1663875308.298412000,1,64,3855341953,tcp,2048
N/A,443,0,10.169.169.63,4412,0,N/A,23.218.224.138,0,20,01:01:08:0a:a7:70:e2:a9:ef:a1:b9:6c,MacOS,N/A,N/A,32,7664,·······A···F,49165,N/A,1663875308.298651000,1,64,3855342033,tcp,2048
N/A,443,0,10.169.169.63,4412,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:2d:ef:a1:b9:6b,MacOS,N/A,N/A,32,7665,·······AP···,49164,N/A,1663875308.298804000,1,64,569667318,tcp,2048
N/A,443,0,10.169.169.63,4412,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:2e:ef:a1:b9:6b,MacOS,N/A,N/A,32,7666,·······AP···,49164,N/A,1663875308.299108000,1,64,569667410,tcp,2048
N/A,443,0,10.169.169.63,4412,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:2e:ef:a1:b9:6b,MacOS,N/A,N/A,32,7667,·······AP···,49164,N/A,1663875308.299283000,1,64,569667990,tcp,2048
N/A,49164,0,23.218.224.138,598,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7d:64:9e:cc:2d,MacOS,N/A,N/A,32,7668,·······A····,443,N/A,1663875308.300892000,1,49,3278213032,tcp,506
N/A,49164,0,23.218.224.138,598,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7d:64:9e:cc:2d,MacOS,N/A,N/A,32,7669,·······AP···,443,N/A,1663875308.301095000,1,49,3278213032,tcp,506
N/A,49164,0,23.218.224.138,598,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7d:64:9e:cc:2d,MacOS,N/A,N/A,32,7670,·······AP···,443,N/A,1663875308.301095000,1,49,3278213303,tcp,506
N/A,49165,0,23.218.224.138,598,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7d:a7:70:e2:a9,MacOS,N/A,N/A,32,7671,·······A····,443,N/A,1663875308.301096000,1,50,590175452,tcp,506
N/A,443,0,10.169.169.63,4954,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:30:ef:a1:b9:7d,MacOS,N/A,N/A,32,7672,·······A····,49164,N/A,1663875308.301157000,1,64,569668132,tcp,2039
N/A,49165,0,23.218.224.138,598,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7d:a7:70:e2:a9,MacOS,N/A,N/A,32,7673,·······AP···,443,N/A,1663875308.301433000,1,50,590175452,tcp,506
N/A,49165,0,23.218.224.138,598,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7d:a7:70:e2:a9,MacOS,N/A,N/A,32,7674,·······AP···,443,N/A,1663875308.301433000,1,50,590175723,tcp,506
N/A,443,0,10.169.169.63,0,0,N/A,23.218.224.138,0,20,N/A,MacOS,N/A,N/A,20,7675,·········R··,49165,N/A,1663875308.301533000,1,64,3855342033,tcp,0
N/A,49152,0,10.182.80.154,2734,0,N/A,10.169.169.63,0,20,01:01:08:0a:fb:fb:5a:a2:b5:c7:18:03,MacOS,N/A,N/A,32,7676,·······AP···,443,N/A,1663875308.301590000,1,57,2275162250,tcp,501
N/A,443,0,10.169.169.63,78473,0,N/A,10.182.80.154,0,20,01:01:08:0a:b5:c7:18:14:fb:fb:5a:a2,MacOS,N/A,N/A,32,7677,·······A····,49152,N/A,1663875308.301631000,1,64,3296088418,tcp,2035
N/A,49164,0,23.218.224.138,690,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7e:64:9e:cc:2d,MacOS,N/A,N/A,32,7678,·······A····,443,N/A,1663875308.301694000,1,49,3278213574,tcp,506
N/A,49164,0,23.218.224.138,1270,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7e:64:9e:cc:2e,MacOS,N/A,N/A,32,7679,·······A····,443,N/A,1663875308.301848000,1,49,3278213574,tcp,502
N/A,49164,0,23.218.224.138,1270,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7e:64:9e:cc:2e,MacOS,N/A,N/A,32,7680,·······AP···,443,N/A,1663875308.302952000,1,49,3278213574,tcp,502
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7e:64:9e:cc:2e,MacOS,N/A,N/A,32,7681,·······A····,443,N/A,1663875308.302953000,1,49,3278215007,tcp,501
N/A,443,0,10.169.169.63,6387,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:32:ef:a1:b9:7e,MacOS,N/A,N/A,32,7682,·······A····,49164,N/A,1663875308.303086000,1,64,569668132,tcp,2025
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7e:64:9e:cc:2e,MacOS,N/A,N/A,32,7683,·······AP···,443,N/A,1663875308.303508000,1,49,3278215007,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7e:64:9e:cc:2e,MacOS,N/A,N/A,32,7684,·······A····,443,N/A,1663875308.303509000,1,49,3278216440,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7e:64:9e:cc:2e,MacOS,N/A,N/A,32,7685,·······AP···,443,N/A,1663875308.303509000,1,49,3278217888,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7686,·······AP···,443,N/A,1663875308.303510000,1,49,3278219306,tcp,501
N/A,443,0,10.169.169.63,12119,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:32:ef:a1:b9:7f,MacOS,N/A,N/A,32,7687,·······A····,49164,N/A,1663875308.303543000,1,64,569668132,tcp,1958
N/A,443,0,10.169.169.63,12119,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:32:ef:a1:b9:7f,MacOS,N/A,N/A,32,7688,·······A····,49164,N/A,1663875308.303593000,1,64,569668132,tcp,2048
N/A,443,0,10.169.169.63,12119,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:32:ef:a1:b9:7f,MacOS,N/A,N/A,32,7689,·······AP···,49164,N/A,1663875308.303697000,1,64,569668132,tcp,2048
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7690,·······A····,443,N/A,1663875308.304072000,1,49,3278220739,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7691,·······AP···,443,N/A,1663875308.304072000,1,49,3278222187,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7692,·······A····,443,N/A,1663875308.304073000,1,49,3278223605,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7693,·······A····,443,N/A,1663875308.304073000,1,49,3278225053,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7694,·······A····,443,N/A,1663875308.304074000,1,49,3278226501,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7695,·······AP···,443,N/A,1663875308.304074000,1,49,3278227949,tcp,501
N/A,443,0,10.169.169.63,20717,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:33:ef:a1:b9:7f,MacOS,N/A,N/A,32,7696,·······A····,49164,N/A,1663875308.304108000,1,64,569668163,tcp,1913
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7697,·······A····,443,N/A,1663875308.304176000,1,49,3278229337,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7698,·······A····,443,N/A,1663875308.304177000,1,49,3278230785,tcp,501
N/A,443,0,10.169.169.63,20717,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:33:ef:a1:b9:7f,MacOS,N/A,N/A,32,7699,·······A····,49164,N/A,1663875308.304187000,1,64,569668163,tcp,2048
N/A,443,0,10.169.169.63,23613,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:33:ef:a1:b9:7f,MacOS,N/A,N/A,32,7700,·······A····,49164,N/A,1663875308.304218000,1,64,569668163,tcp,2002
N/A,443,0,10.169.169.63,23613,0,N/A,23.218.224.138,0,20,01:01:08:0a:64:9e:cc:33:ef:a1:b9:7f,MacOS,N/A,N/A,32,7701,·······A····,49164,N/A,1663875308.304259000,1,64,569668163,tcp,2048
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7702,·······A····,443,N/A,1663875308.304299000,1,49,3278232233,tcp,501
N/A,49164,0,23.218.224.138,1412,0,N/A,10.169.169.63,0,20,01:01:08:0a:ef:a1:b9:7f:64:9e:cc:2e,MacOS,N/A,N/A,32,7703,·······A····,443,N/A,1663875308.304300000,1,49,3278233681,tcp,501
