TLS_EXTENSION_SIG_ALGS,DST_PORT,TCP_URP,SRC_IP,TCP_ACK,IP_FRAG_OFF,SUB_PROTOCOL,DST_IP,MF_FLAG,PACKET_SIZE,TCP_OPTIONS,KNOWN_HOST_DEVICE,TLS_VERSION,TLS_CIPHER_SUITES,TCP_HDR_LEN,PACKET_NO,TCP_FLAGS,SRC_PORT,HTTP_USER_AGENT,TIMESTAMP,DF_FLAG,TTL,TCP_SEQ,PROTOCOL,TCP_WINDOW_SIZE
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1139,·······A····,443,N/A,1663875302.959717000,0,245,4292954415,tcp,137
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1140,·······A····,443,N/A,1663875302.959718000,0,245,4292955843,tcp,137
N/A,443,0,10.169.169.63,123170,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:20:bb:2f:ec:e6,MacOS,N/A,N/A,32,1141,·······A····,65522,N/A,1663875302.959760000,1,64,3345905719,tcp,4078
N/A,443,0,10.169.169.63,222852,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:3b:06:58:57:7b,MacOS,N/A,N/A,32,1142,·······A····,65521,N/A,1663875302.959827000,1,64,4179258148,tcp,4747
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1143,·······A····,443,N/A,1663875302.959877000,0,245,4292957271,tcp,137
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1144,·······A····,443,N/A,1663875302.959877000,0,245,4292958699,tcp,137
N/A,443,0,10.169.169.63,126026,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:20:bb:2f:ec:e6,MacOS,N/A,N/A,32,1145,·······A····,65522,N/A,1663875302.959906000,1,64,3345905719,tcp,4033
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1146,·······A····,443,N/A,1663875302.959947000,0,245,4292960127,tcp,137
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1147,·······A····,443,N/A,1663875302.959948000,0,245,4292961555,tcp,137
N/A,443,0,10.169.169.63,128882,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:20:bb:2f:ec:e6,MacOS,N/A,N/A,32,1148,·······A····,65522,N/A,1663875302.959981000,1,64,3345905719,tcp,3989
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e6:0c:2a:2c:1b,MacOS,N/A,N/A,32,1149,·······AP···,443,N/A,1663875302.960205000,0,245,4292962983,tcp,137
N/A,65521,0,108.138.157.199,4731,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7c:42:d8:6d:36,MacOS,N/A,N/A,32,1150,·······A····,443,N/A,1663875302.960206000,0,245,726697540,tcp,158
N/A,65521,0,108.138.157.199,4731,0,N/A,10.169.169.63,0,20,01:01:08:0a:06:58:57:7c:42:d8:6d:36,MacOS,N/A,N/A,32,1151,·······AP···,443,N/A,1663875302.960207000,0,245,726698968,tcp,158
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e7:0c:2a:2c:1b,MacOS,N/A,N/A,32,1152,·······A····,443,N/A,1663875302.960208000,0,245,4292963434,tcp,137
N/A,443,0,10.169.169.63,130761,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:21:bb:2f:ec:e7,MacOS,N/A,N/A,32,1153,·······A····,65522,N/A,1663875302.960239000,1,64,3345905719,tcp,3959
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e7:0c:2a:2c:1b,MacOS,N/A,N/A,32,1154,·······A····,443,N/A,1663875302.960339000,0,245,4292964862,tcp,137
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e7:0c:2a:2c:1b,MacOS,N/A,N/A,32,1155,·······A····,443,N/A,1663875302.960340000,0,245,4292966290,tcp,137
N/A,443,0,10.169.169.63,133617,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:21:bb:2f:ec:e7,MacOS,N/A,N/A,32,1156,·······A····,65522,N/A,1663875302.960367000,1,64,3345905719,tcp,3915
N/A,443,0,10.169.169.63,224901,0,N/A,108.138.157.199,0,20,01:01:08:0a:42:d8:6d:3c:06:58:57:7c,MacOS,N/A,N/A,32,1157,·······A····,65521,N/A,1663875302.960481000,1,64,4179258148,tcp,4747
N/A,65522,0,108.138.157.199,1871,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:e7:0c:2a:2c:1b,MacOS,N/A,N/A,32,1158,·······AP···,443,N/A,1663875302.961031000,0,245,4292967718,tcp,137
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:21:bb:2f:ec:e7,MacOS,N/A,N/A,32,1159,·······A····,65522,N/A,1663875302.961066000,1,64,3345905719,tcp,3903
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:22:bb:2f:ec:e7,MacOS,N/A,N/A,32,1160,·······A····,65522,N/A,1663875302.961467000,1,64,3345905719,tcp,4190
N/A,65522,0,108.138.157.199,1973,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:eb:0c:2a:2c:1f,MacOS,N/A,N/A,32,1161,·······A····,443,N/A,1663875302.963160000,0,245,4292968466,tcp,137
N/A,65522,0,108.138.157.199,2712,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:eb:0c:2a:2c:1f,MacOS,N/A,N/A,32,1162,·······A····,443,N/A,1663875302.963160000,0,245,4292968466,tcp,140
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:eb:0c:2a:2c:1f,MacOS,N/A,N/A,32,1163,·······A····,443,N/A,1663875302.963388000,0,245,4292968466,tcp,143
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:24:bb:2f:ec:eb,MacOS,N/A,N/A,32,1164,·······AP···,65522,N/A,1663875302.963926000,1,64,3345905719,tcp,4190
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:24:bb:2f:ec:eb,MacOS,N/A,N/A,32,1165,·······AP···,65522,N/A,1663875302.964010000,1,64,3345906629,tcp,4190
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:24:bb:2f:ec:eb,MacOS,N/A,N/A,32,1166,·······AP···,65522,N/A,1663875302.964078000,1,64,3345906741,tcp,4190
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:eb,MacOS,N/A,N/A,32,1167,·······AP···,65522,N/A,1663875302.964967000,1,64,3345906846,tcp,4190
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:eb,MacOS,N/A,N/A,32,1168,·······AP···,65522,N/A,1663875302.965048000,1,64,3345906954,tcp,4190
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:eb,MacOS,N/A,N/A,32,1169,·······AP···,65522,N/A,1663875302.965100000,1,64,3345907070,tcp,4190
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:eb,MacOS,N/A,N/A,32,1170,·······AP···,65522,N/A,1663875302.965134000,1,64,3345907179,tcp,4190
N/A,443,0,10.169.169.63,134365,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:eb,MacOS,N/A,N/A,32,1171,·······AP···,65522,N/A,1663875302.965213000,1,64,3345907287,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:eb:0c:2a:2c:21,MacOS,N/A,N/A,32,1172,·······AP···,443,N/A,1663875302.965259000,0,245,4292968466,tcp,143
N/A,443,0,10.169.169.63,135108,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:eb,MacOS,N/A,N/A,32,1173,·······A····,65522,N/A,1663875302.965302000,1,64,3345907388,tcp,4178
N/A,443,0,10.169.169.63,135108,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:eb,MacOS,N/A,N/A,32,1174,·······AP···,65522,N/A,1663875302.965347000,1,64,3345907388,tcp,4178
N/A,443,0,10.169.169.63,135108,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:eb,MacOS,N/A,N/A,32,1175,·······AP···,65522,N/A,1663875302.965349000,1,64,3345907528,tcp,4178
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1176,·······A····,443,N/A,1663875302.965350000,0,245,4292969209,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1177,·······A····,443,N/A,1663875302.965351000,0,245,4292970637,tcp,143
N/A,443,0,10.169.169.63,137964,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:ec,MacOS,N/A,N/A,32,1178,·······A····,65522,N/A,1663875302.965375000,1,64,3345907654,tcp,4133
N/A,443,0,10.169.169.63,137964,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:26:bb:2f:ec:ec,MacOS,N/A,N/A,32,1179,·······A····,65522,N/A,1663875302.965400000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1180,·······A····,443,N/A,1663875302.966243000,0,245,4292972065,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1181,·······A····,443,N/A,1663875302.966244000,0,245,4292973493,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1182,·······A····,443,N/A,1663875302.966245000,0,245,4292974921,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1183,·······A····,443,N/A,1663875302.966245000,0,245,4292976349,tcp,143
N/A,443,0,10.169.169.63,143676,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1184,·······A····,65522,N/A,1663875302.966291000,1,64,3345907654,tcp,4100
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1185,·······A····,443,N/A,1663875302.966365000,0,245,4292977777,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1186,·······A····,443,N/A,1663875302.966366000,0,245,4292979205,tcp,143
N/A,443,0,10.169.169.63,143676,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1187,·······A····,65522,N/A,1663875302.966369000,1,64,3345907654,tcp,4190
N/A,443,0,10.169.169.63,146532,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1188,·······A····,65522,N/A,1663875302.966390000,1,64,3345907654,tcp,4145
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1189,·······A····,443,N/A,1663875302.966452000,0,245,4292980633,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1190,·······A····,443,N/A,1663875302.966452000,0,245,4292982061,tcp,143
N/A,443,0,10.169.169.63,149388,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1191,·······A····,65522,N/A,1663875302.966479000,1,64,3345907654,tcp,4100
N/A,443,0,10.169.169.63,149388,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1192,·······A····,65522,N/A,1663875302.966557000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1193,·······A····,443,N/A,1663875302.966615000,0,245,4292983489,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1194,·······AP···,443,N/A,1663875302.966616000,0,245,4292984917,tcp,143
N/A,443,0,10.169.169.63,151514,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1195,·······A····,65522,N/A,1663875302.966639000,1,64,3345907654,tcp,4156
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1196,·······A····,443,N/A,1663875302.966726000,0,245,4292985615,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1197,·······A····,443,N/A,1663875302.966726000,0,245,4292987043,tcp,143
N/A,443,0,10.169.169.63,154370,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1198,·······A····,65522,N/A,1663875302.966751000,1,64,3345907654,tcp,4145
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1199,·······A····,443,N/A,1663875302.966861000,0,245,4292988471,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1200,·······A····,443,N/A,1663875302.966862000,0,245,4292989899,tcp,143
N/A,443,0,10.169.169.63,157226,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1201,·······A····,65522,N/A,1663875302.966887000,1,64,3345907654,tcp,4100
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1202,·······A····,443,N/A,1663875302.966972000,0,245,4292991327,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1203,·······A····,443,N/A,1663875302.966973000,0,245,4292992755,tcp,143
N/A,443,0,10.169.169.63,160082,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1204,·······A····,65522,N/A,1663875302.966988000,1,64,3345907654,tcp,4056
N/A,443,0,10.169.169.63,160082,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:27:bb:2f:ec:ec,MacOS,N/A,N/A,32,1205,·······A····,65522,N/A,1663875302.967052000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1206,·······A····,443,N/A,1663875302.967229000,0,245,4292994183,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1207,·······A····,443,N/A,1663875302.967230000,0,245,4292995611,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1208,·······A····,443,N/A,1663875302.967230000,0,245,4292997039,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1209,·······A····,443,N/A,1663875302.967231000,0,245,4292998467,tcp,143
N/A,443,0,10.169.169.63,165794,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:28:bb:2f:ec:ec,MacOS,N/A,N/A,32,1210,·······A····,65522,N/A,1663875302.967365000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1211,·······A····,443,N/A,1663875302.967413000,0,245,4292999895,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1212,·······A····,443,N/A,1663875302.967413000,0,245,4293001323,tcp,143
N/A,443,0,10.169.169.63,168650,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:28:bb:2f:ec:ec,MacOS,N/A,N/A,32,1213,·······A····,65522,N/A,1663875302.967471000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1214,·······A····,443,N/A,1663875302.967473000,0,245,4293002751,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1215,·······A····,443,N/A,1663875302.967473000,0,245,4293004179,tcp,143
N/A,443,0,10.169.169.63,171506,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:28:bb:2f:ec:ec,MacOS,N/A,N/A,32,1216,·······A····,65522,N/A,1663875302.967528000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1217,·······A····,443,N/A,1663875302.969022000,0,245,4293005607,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ec:0c:2a:2c:21,MacOS,N/A,N/A,32,1218,·······AP···,443,N/A,1663875302.969024000,0,245,4293007035,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ed:0c:2a:2c:21,MacOS,N/A,N/A,32,1219,·······A····,443,N/A,1663875302.969024000,0,245,4293008463,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ed:0c:2a:2c:21,MacOS,N/A,N/A,32,1220,·······A····,443,N/A,1663875302.969024000,0,245,4293009891,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ed:0c:2a:2c:21,MacOS,N/A,N/A,32,1221,·······A····,443,N/A,1663875302.969025000,0,245,4293011319,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ed:0c:2a:2c:21,MacOS,N/A,N/A,32,1222,·······A····,443,N/A,1663875302.969026000,0,245,4293012747,tcp,143
N/A,443,0,10.169.169.63,180074,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:2a:bb:2f:ec:ed,MacOS,N/A,N/A,32,1223,·······A····,65522,N/A,1663875302.969155000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ed:0c:2a:2c:21,MacOS,N/A,N/A,32,1224,·······A····,443,N/A,1663875302.969405000,0,245,4293014175,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ed:0c:2a:2c:21,MacOS,N/A,N/A,32,1225,·······A····,443,N/A,1663875302.969406000,0,245,4293015603,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ed:0c:2a:2c:21,MacOS,N/A,N/A,32,1226,·······AP···,443,N/A,1663875302.969407000,0,245,4293017031,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1227,·······A····,443,N/A,1663875302.969408000,0,245,4293018427,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1228,·······A····,443,N/A,1663875302.969408000,0,245,4293019855,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1229,·······A····,443,N/A,1663875302.969409000,0,245,4293021283,tcp,143
N/A,443,0,10.169.169.63,188610,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:2a:bb:2f:ec:ee,MacOS,N/A,N/A,32,1230,·······A····,65522,N/A,1663875302.969459000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1231,·······A····,443,N/A,1663875302.969552000,0,245,4293022711,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1232,·······A····,443,N/A,1663875302.969552000,0,245,4293024139,tcp,143
N/A,443,0,10.169.169.63,191466,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:2a:bb:2f:ec:ee,MacOS,N/A,N/A,32,1233,·······A····,65522,N/A,1663875302.969594000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1234,·······A····,443,N/A,1663875302.969821000,0,245,4293025567,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1235,·······A····,443,N/A,1663875302.969822000,0,245,4293026995,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1236,·······A····,443,N/A,1663875302.969823000,0,245,4293028423,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1237,·······A····,443,N/A,1663875302.969823000,0,245,4293029851,tcp,143
N/A,443,0,10.169.169.63,197178,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:2a:bb:2f:ec:ee,MacOS,N/A,N/A,32,1238,·······A····,65522,N/A,1663875302.969855000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1239,·······A····,443,N/A,1663875302.969940000,0,245,4293031279,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1240,·······A····,443,N/A,1663875302.969940000,0,245,4293032707,tcp,143
N/A,443,0,10.169.169.63,200034,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:2a:bb:2f:ec:ee,MacOS,N/A,N/A,32,1241,·······A····,65522,N/A,1663875302.969971000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1242,·······A····,443,N/A,1663875302.970036000,0,245,4293034135,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1243,·······A····,443,N/A,1663875302.970037000,0,245,4293035563,tcp,143
N/A,443,0,10.169.169.63,202890,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:2b:bb:2f:ec:ee,MacOS,N/A,N/A,32,1244,·······A····,65522,N/A,1663875302.970066000,1,64,3345907654,tcp,4190
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1245,·······A····,443,N/A,1663875302.970288000,0,245,4293036991,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1246,·······A····,443,N/A,1663875302.970288000,0,245,4293038419,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:21,MacOS,N/A,N/A,32,1247,·······AP···,443,N/A,1663875302.970299000,0,245,4293039847,tcp,143
N/A,65522,0,108.138.157.199,2844,0,N/A,10.169.169.63,0,20,01:01:08:0a:bb:2f:ec:ee:0c:2a:2c:22,MacOS,N/A,N/A,32,1248,·······A····,443,N/A,1663875302.970301000,0,245,4293041275,tcp,143
N/A,443,0,10.169.169.63,205746,0,N/A,108.138.157.199,0,20,01:01:08:0a:0c:2a:2c:2b:bb:2f:ec:ee,MacOS,N/A,N/A,32,1249,·······A····,65522,N/A,1663875302.970315000,1,64,3345907654,tcp,4190
