PACKET_NO,KNOWN_HOST_DEVICE,DST_IP,SRC_IP,PACKET_SIZE,TIMESTAMP,TTL,DF_FLAG,MF_FLAG,IP_FRAG_OFF,PROTOCOL,SRC_PORT,DST_PORT,SUB_PROTOCOL 
5201,windows,23.206.231.248,10.169.169.21,20,1663877133.334073000,128,1,0,0,tcp,51291,443,tls
5202,windows,10.169.169.21,208.76.225.72,20,1663877133.340300000,56,1,0,0,tcp,443,50652,tls
5203,windows,208.76.225.72,10.169.169.21,20,1663877133.340515000,128,1,0,0,tcp,50652,443,
5204,windows,10.169.169.21,208.76.225.72,20,1663877133.345221000,56,1,0,0,tcp,443,50652,tls
5205,windows,208.76.225.72,10.169.169.21,20,1663877133.345496000,128,1,0,0,tcp,50652,443,
5206,windows,10.169.169.21,23.206.231.248,20,1663877133.349440000,52,1,0,0,tcp,443,51291,tls
5207,windows,10.169.169.21,23.206.231.248,20,1663877133.349440000,52,1,0,0,tcp,443,51291,tls
5208,windows,10.169.169.21,23.206.231.248,20,1663877133.349440000,52,1,0,0,tcp,443,51291,tls
5209,windows,10.169.169.21,208.76.225.72,20,1663877133.349440000,56,1,0,0,tcp,443,50652,tls
5210,windows,10.169.169.21,23.206.231.248,20,1663877133.349440000,52,1,0,0,tcp,443,51291,tls
5211,windows,23.206.231.248,10.169.169.21,20,1663877133.349725000,128,1,0,0,tcp,51291,443,
5212,windows,208.76.225.72,10.169.169.21,20,1663877133.349841000,128,1,0,0,tcp,50652,443,
5213,windows,10.169.169.21,23.206.231.248,20,1663877133.350748000,52,1,0,0,tcp,443,51291,tls
5214,windows,10.169.169.21,208.76.225.72,20,1663877133.350748000,56,1,0,0,tcp,443,50652,
5215,windows,10.169.169.21,23.206.231.248,20,1663877133.350748000,52,1,0,0,tcp,443,51291,tls
5216,windows,208.76.225.72,10.169.169.21,20,1663877133.350928000,128,1,0,0,tcp,50652,443,
5217,windows,23.206.231.248,10.169.169.21,20,1663877133.351046000,128,1,0,0,tcp,51291,443,
5218,windows,10.169.169.21,208.76.225.72,20,1663877133.351458000,56,1,0,0,tcp,443,50652,tls
5219,windows,208.76.225.72,10.169.169.21,20,1663877133.351554000,128,1,0,0,tcp,50652,443,
5220,windows,10.169.169.21,208.76.225.72,20,1663877133.352182000,56,1,0,0,tcp,443,50652,
5221,windows,208.76.225.72,10.169.169.21,20,1663877133.352286000,128,1,0,0,tcp,50652,443,
5222,windows,10.169.169.21,208.76.225.72,20,1663877133.352467000,56,1,0,0,tcp,443,50652,
5223,windows,208.76.225.72,10.169.169.21,20,1663877133.352517000,128,1,0,0,tcp,50652,443,
5224,windows,10.169.169.21,208.76.225.72,20,1663877133.353779000,56,1,0,0,tcp,443,50652,tls
5225,windows,208.76.225.72,10.169.169.21,20,1663877133.353983000,128,1,0,0,tcp,50652,443,
5226,windows,10.169.169.21,208.76.225.72,20,1663877133.354208000,56,1,0,0,tcp,443,50652,
5227,windows,208.76.225.72,10.169.169.21,20,1663877133.354287000,128,1,0,0,tcp,50652,443,
5228,windows,10.169.169.21,208.76.225.72,20,1663877133.355438000,56,1,0,0,tcp,443,50652,tls
5229,windows,208.76.225.72,10.169.169.21,20,1663877133.355640000,128,1,0,0,tcp,50652,443,
5230,windows,10.169.169.21,208.76.225.72,20,1663877133.355848000,56,1,0,0,tcp,443,50652,
5231,windows,208.76.225.72,10.169.169.21,20,1663877133.355995000,128,1,0,0,tcp,50652,443,
5232,windows,10.169.169.21,208.76.225.72,20,1663877133.356227000,56,1,0,0,tcp,443,50652,
5233,windows,208.76.225.72,10.169.169.21,20,1663877133.356323000,128,1,0,0,tcp,50652,443,
5234,windows,10.169.169.21,208.76.225.72,20,1663877133.358104000,56,1,0,0,tcp,443,50652,
5235,windows,208.76.225.72,10.169.169.21,20,1663877133.358279000,128,1,0,0,tcp,50652,443,
5236,windows,10.169.169.21,208.76.225.72,20,1663877133.358758000,56,1,0,0,tcp,443,50652,tls
5237,windows,208.76.225.72,10.169.169.21,20,1663877133.358893000,128,1,0,0,tcp,50652,443,
5238,windows,10.169.169.21,208.76.225.72,20,1663877133.359411000,56,1,0,0,tcp,443,50652,
5239,windows,208.76.225.72,10.169.169.21,20,1663877133.359549000,128,1,0,0,tcp,50652,443,
5240,windows,10.169.169.21,208.76.225.72,20,1663877133.360189000,56,1,0,0,tcp,443,50652,
5241,windows,208.76.225.72,10.169.169.21,20,1663877133.360343000,128,1,0,0,tcp,50652,443,
5242,windows,10.169.169.21,208.76.225.72,20,1663877133.360865000,56,1,0,0,tcp,443,50652,
5243,windows,208.76.225.72,10.169.169.21,20,1663877133.361000000,128,1,0,0,tcp,50652,443,
5244,windows,10.169.169.21,208.76.225.72,20,1663877133.362268000,56,1,0,0,tcp,443,50652,tls
5245,windows,208.76.225.72,10.169.169.21,20,1663877133.362450000,128,1,0,0,tcp,50652,443,
5246,windows,10.169.169.21,208.76.225.72,20,1663877133.362686000,56,1,0,0,tcp,443,50652,
5247,windows,208.76.225.72,10.169.169.21,20,1663877133.362785000,128,1,0,0,tcp,50652,443,
5248,windows,10.169.169.21,208.76.225.72,20,1663877133.363031000,56,1,0,0,tcp,443,50652,
5249,windows,208.76.225.72,10.169.169.21,20,1663877133.363133000,128,1,0,0,tcp,50652,443,
5250,windows,10.169.169.21,208.76.225.72,20,1663877133.364440000,56,1,0,0,tcp,443,50652,tls
5251,windows,208.76.225.72,10.169.169.21,20,1663877133.364592000,128,1,0,0,tcp,50652,443,
5252,windows,10.169.169.21,208.76.225.72,20,1663877133.364854000,56,1,0,0,tcp,443,50652,
5253,windows,208.76.225.72,10.169.169.21,20,1663877133.364954000,128,1,0,0,tcp,50652,443,
5254,windows,10.169.169.21,208.76.225.72,20,1663877133.365258000,56,1,0,0,tcp,443,50652,
5255,windows,208.76.225.72,10.169.169.21,20,1663877133.365356000,128,1,0,0,tcp,50652,443,
5256,windows,10.169.169.21,208.76.225.72,20,1663877133.365701000,56,1,0,0,tcp,443,50652,
5257,windows,208.76.225.72,10.169.169.21,20,1663877133.365853000,128,1,0,0,tcp,50652,443,
5258,windows,10.169.169.21,208.76.225.72,20,1663877133.366480000,56,1,0,0,tcp,443,50652,
5259,windows,208.76.225.72,10.169.169.21,20,1663877133.366644000,128,1,0,0,tcp,50652,443,
5260,windows,10.169.169.21,208.76.225.72,20,1663877133.367180000,56,1,0,0,tcp,443,50652,
5261,windows,208.76.225.72,10.169.169.21,20,1663877133.367298000,128,1,0,0,tcp,50652,443,
5262,windows,10.169.169.21,208.76.225.72,20,1663877133.367846000,56,1,0,0,tcp,443,50652,tls
5263,windows,208.76.225.72,10.169.169.21,20,1663877133.367968000,128,1,0,0,tcp,50652,443,
5264,windows,10.169.169.21,208.76.225.72,20,1663877133.368704000,56,1,0,0,tcp,443,50652,
5265,windows,208.76.225.72,10.169.169.21,20,1663877133.368863000,128,1,0,0,tcp,50652,443,
5266,windows,10.169.169.21,208.76.225.72,20,1663877133.369415000,56,1,0,0,tcp,443,50652,
5267,windows,208.76.225.72,10.169.169.21,20,1663877133.369573000,128,1,0,0,tcp,50652,443,
5268,windows,10.169.169.21,208.76.225.72,20,1663877133.370073000,56,1,0,0,tcp,443,50652,
5269,windows,208.76.225.72,10.169.169.21,20,1663877133.370235000,128,1,0,0,tcp,50652,443,
5270,windows,23.206.231.248,10.169.169.21,20,1663877133.370328000,128,1,0,0,tcp,51291,443,tls
5271,windows,10.169.169.21,208.76.225.72,20,1663877133.370836000,56,1,0,0,tcp,443,50652,tls
5272,windows,208.76.225.72,10.169.169.21,20,1663877133.370964000,128,1,0,0,tcp,50652,443,
5273,windows,10.169.169.21,208.76.225.72,20,1663877133.371603000,56,1,0,0,tcp,443,50652,
5274,windows,208.76.225.72,10.169.169.21,20,1663877133.371765000,128,1,0,0,tcp,50652,443,
5275,windows,23.206.231.248,10.169.169.21,20,1663877133.372076000,128,1,0,0,tcp,51291,443,tls
5276,windows,23.206.231.248,10.169.169.21,20,1663877133.373439000,128,1,0,0,tcp,51291,443,tls
5277,windows,10.169.169.21,208.76.225.72,20,1663877133.378107000,56,1,0,0,tcp,443,50652,tls
5278,windows,208.76.225.72,10.169.169.21,20,1663877133.378225000,128,1,0,0,tcp,50652,443,
5279,windows,10.169.169.21,23.206.231.248,20,1663877133.382619000,52,1,0,0,tcp,443,51291,tls
5280,windows,10.169.169.21,23.206.231.248,20,1663877133.382619000,52,1,0,0,tcp,443,51291,tls
5281,windows,10.169.169.21,23.206.231.248,20,1663877133.382619000,52,1,0,0,tcp,443,51291,tls
5282,windows,10.169.169.21,208.76.225.72,20,1663877133.382619000,56,1,0,0,tcp,443,50652,tls
5283,windows,10.169.169.21,23.206.231.248,20,1663877133.382619000,52,1,0,0,tcp,443,51291,tls
5284,windows,23.206.231.248,10.169.169.21,20,1663877133.382877000,128,1,0,0,tcp,51291,443,
5285,windows,208.76.225.72,10.169.169.21,20,1663877133.382972000,128,1,0,0,tcp,50652,443,
5286,windows,10.169.169.21,208.76.225.72,20,1663877133.390497000,56,1,0,0,tcp,443,50652,tls
5287,windows,10.169.169.21,208.76.225.72,20,1663877133.390497000,56,1,0,0,tcp,443,50652,tls
5288,windows,10.169.169.21,23.206.231.248,20,1663877133.390497000,52,1,0,0,tcp,443,51291,tls
5289,windows,208.76.225.72,10.169.169.21,20,1663877133.390711000,128,1,0,0,tcp,50652,443,
5290,windows,23.206.231.248,10.169.169.21,20,1663877133.390844000,128,1,0,0,tcp,51291,443,
5291,windows,23.206.231.248,10.169.169.21,20,1663877133.396056000,128,1,0,0,tcp,51291,443,tls
5292,windows,23.206.231.248,10.169.169.21,20,1663877133.396373000,128,1,0,0,tcp,51291,443,tls
5293,windows,10.169.169.21,23.206.231.248,20,1663877133.397577000,52,1,0,0,tcp,443,51291,
5294,windows,10.169.169.21,23.206.231.248,20,1663877133.397577000,52,1,0,0,tcp,443,51291,tls
5295,windows,23.206.231.248,10.169.169.21,20,1663877133.397708000,128,1,0,0,tcp,51291,443,
5296,windows,10.169.169.21,23.206.231.248,20,1663877133.404844000,52,1,0,0,tcp,443,51291,tls
5297,windows,10.169.169.21,23.206.231.248,20,1663877133.408483000,52,1,0,0,tcp,443,51291,
5298,windows,10.169.169.21,23.206.231.248,20,1663877133.408483000,52,1,0,0,tcp,443,51291,tls
5299,windows,10.169.169.21,23.206.231.248,20,1663877133.408483000,52,1,0,0,tcp,443,51291,tls
5300,windows,10.169.169.21,23.206.231.248,20,1663877133.408483000,52,1,0,0,tcp,443,51291,tls
5301,windows,10.169.169.21,23.206.231.248,20,1663877133.408483000,52,1,0,0,tcp,443,51291,tls
5302,windows,23.206.231.248,10.169.169.21,20,1663877133.408783000,128,1,0,0,tcp,51291,443,
5303,windows,10.169.169.21,23.206.231.248,20,1663877133.410432000,52,1,0,0,tcp,443,51291,
5304,windows,10.169.169.21,23.206.231.248,20,1663877133.410432000,52,1,0,0,tcp,443,51291,tls
5305,windows,23.206.231.248,10.169.169.21,20,1663877133.410584000,128,1,0,0,tcp,51291,443,
5306,windows,23.206.231.248,10.169.169.21,20,1663877133.415749000,128,1,0,0,tcp,51291,443,tls
5307,windows,10.169.169.21,23.206.231.248,20,1663877133.428809000,52,1,0,0,tcp,443,51291,tls
5308,windows,10.169.169.21,23.206.231.248,20,1663877133.431363000,52,1,0,0,tcp,443,51291,
5309,windows,10.169.169.21,23.206.231.248,20,1663877133.431363000,52,1,0,0,tcp,443,51291,tls
5310,windows,23.206.231.248,10.169.169.21,20,1663877133.431493000,128,1,0,0,tcp,51291,443,
5311,windows,208.76.225.72,10.169.169.21,20,1663877133.441312000,128,1,0,0,tcp,50652,443,tls
5312,windows,10.169.169.21,208.76.225.72,20,1663877133.452583000,56,1,0,0,tcp,443,50652,tls
5313,windows,208.76.225.72,10.169.169.21,20,1663877133.452725000,128,1,0,0,tcp,50652,443,
5314,windows,10.169.169.21,208.76.225.72,20,1663877133.464641000,56,1,0,0,tcp,443,50652,tls
5315,windows,208.76.225.72,10.169.169.21,20,1663877133.464798000,128,1,0,0,tcp,50652,443,
5316,windows,10.169.169.21,208.76.225.72,20,1663877133.477830000,56,1,0,0,tcp,443,50652,tls
5317,windows,208.76.225.72,10.169.169.21,20,1663877133.477998000,128,1,0,0,tcp,50652,443,
5318,windows,10.169.169.21,208.76.225.72,20,1663877133.487481000,56,1,0,0,tcp,443,50652,
5319,windows,208.76.225.72,10.169.169.21,20,1663877133.487594000,128,1,0,0,tcp,50652,443,
5320,windows,10.169.169.21,208.76.225.72,20,1663877133.494101000,56,1,0,0,tcp,443,50652,tls
5321,windows,10.169.169.21,208.76.225.72,20,1663877133.494101000,56,1,0,0,tcp,443,50652,tls
5322,windows,208.76.225.72,10.169.169.21,20,1663877133.494191000,128,1,0,0,tcp,50652,443,
5323,windows,208.76.225.72,10.169.169.21,20,1663877133.508895000,128,1,0,0,tcp,50652,443,tls
5324,windows,10.169.169.21,208.76.225.72,20,1663877133.545901000,56,1,0,0,tcp,443,50652,tls
5325,windows,208.76.225.72,10.169.169.21,20,1663877133.546039000,128,1,0,0,tcp,50652,443,
5326,windows,10.169.169.21,208.76.225.72,20,1663877133.578832000,56,1,0,0,tcp,443,50652,tls
5327,windows,10.169.169.21,208.76.225.72,20,1663877133.578832000,56,1,0,0,tcp,443,50652,tls
5328,windows,208.76.225.72,10.169.169.21,20,1663877133.579167000,128,1,0,0,tcp,50652,443,
5329,windows,10.169.169.21,208.76.225.72,20,1663877133.592830000,56,1,0,0,tcp,443,50652,tls
5330,windows,10.169.169.21,66.225.223.127,20,1663877133.592830000,45,1,0,0,tcp,443,51293,tls
5331,windows,10.169.169.21,66.225.223.127,20,1663877133.592830000,45,1,0,0,tcp,443,51293,
5332,windows,208.76.225.72,10.169.169.21,20,1663877133.593076000,128,1,0,0,tcp,50652,443,
5333,windows,66.225.223.127,10.169.169.21,20,1663877133.593182000,128,1,0,0,tcp,51293,443,
5334,windows,10.169.169.21,208.76.225.72,20,1663877133.619829000,56,1,0,0,tcp,443,50652,tls
5335,windows,208.76.225.72,10.169.169.21,20,1663877133.619972000,128,1,0,0,tcp,50652,443,
5336,windows,10.169.169.21,208.76.225.72,20,1663877133.645931000,56,1,0,0,tcp,443,50652,tls
5337,windows,10.169.169.21,208.76.225.72,20,1663877133.645931000,56,1,0,0,tcp,443,50652,tls
5338,windows,208.76.225.72,10.169.169.21,20,1663877133.646202000,128,1,0,0,tcp,50652,443,
5339,windows,10.169.169.21,208.76.225.72,20,1663877133.656215000,56,1,0,0,tcp,443,50652,tls
5340,windows,208.76.225.72,10.169.169.21,20,1663877133.656392000,128,1,0,0,tcp,50652,443,
5341,windows,10.169.169.21,208.76.225.72,20,1663877133.664507000,56,1,0,0,tcp,443,50652,tls
5342,windows,208.76.225.72,10.169.169.21,20,1663877133.664678000,128,1,0,0,tcp,50652,443,
5343,windows,10.169.169.21,208.76.225.72,20,1663877133.667798000,56,1,0,0,tcp,443,50652,tls
5344,windows,208.76.225.72,10.169.169.21,20,1663877133.667995000,128,1,0,0,tcp,50652,443,
5345,windows,10.169.169.21,208.76.225.72,20,1663877133.669851000,56,1,0,0,tcp,443,50652,tls
5346,windows,208.76.225.72,10.169.169.21,20,1663877133.670023000,128,1,0,0,tcp,50652,443,
5347,windows,10.169.169.21,208.76.225.72,20,1663877133.670448000,56,1,0,0,tcp,443,50652,tls
5348,windows,208.76.225.72,10.169.169.21,20,1663877133.670551000,128,1,0,0,tcp,50652,443,
5349,windows,10.169.169.21,208.76.225.72,20,1663877133.672637000,56,1,0,0,tcp,443,50652,
5350,windows,208.76.225.72,10.169.169.21,20,1663877133.672767000,128,1,0,0,tcp,50652,443,
5351,windows,10.169.169.21,208.76.225.72,20,1663877133.674527000,56,1,0,0,tcp,443,50652,tls
5352,windows,208.76.225.72,10.169.169.21,20,1663877133.674680000,128,1,0,0,tcp,50652,443,
5353,windows,10.169.169.21,208.76.225.72,20,1663877133.676970000,56,1,0,0,tcp,443,50652,tls
5354,windows,208.76.225.72,10.169.169.21,20,1663877133.677090000,128,1,0,0,tcp,50652,443,
5355,windows,10.169.169.21,208.76.225.72,20,1663877133.681683000,56,1,0,0,tcp,443,50652,
5356,windows,208.76.225.72,10.169.169.21,20,1663877133.681823000,128,1,0,0,tcp,50652,443,
5357,windows,10.169.169.21,208.76.225.72,20,1663877133.689513000,56,1,0,0,tcp,443,50652,tls
5358,windows,208.76.225.72,10.169.169.21,20,1663877133.689659000,128,1,0,0,tcp,50652,443,
5359,windows,10.169.169.21,208.76.225.72,20,1663877133.697988000,56,1,0,0,tcp,443,50652,tls
5360,windows,208.76.225.72,10.169.169.21,20,1663877133.698189000,128,1,0,0,tcp,50652,443,
5361,windows,10.169.169.21,208.76.225.72,20,1663877133.706719000,56,1,0,0,tcp,443,50652,tls
5362,windows,208.76.225.72,10.169.169.21,20,1663877133.706911000,128,1,0,0,tcp,50652,443,
5363,windows,10.169.169.21,208.76.225.72,20,1663877133.716071000,56,1,0,0,tcp,443,50652,tls
5364,windows,208.76.225.72,10.169.169.21,20,1663877133.716284000,128,1,0,0,tcp,50652,443,
5365,windows,10.169.169.21,208.76.225.72,20,1663877133.740261000,56,1,0,0,tcp,443,50652,tls
5366,windows,208.76.225.72,10.169.169.21,20,1663877133.740437000,128,1,0,0,tcp,50652,443,
5367,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5368,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5369,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5370,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5371,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,tls
5372,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5373,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5374,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5375,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5376,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5377,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5378,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5379,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5380,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5381,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5382,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,tls
5383,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5384,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5385,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5386,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5387,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5388,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5389,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5390,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5391,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5392,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5393,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5394,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,tls
5395,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5396,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5397,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,
5398,windows,10.169.169.21,208.76.225.72,20,1663877133.841982000,56,1,0,0,tcp,443,50652,tls
5399,windows,208.76.225.72,10.169.169.21,20,1663877133.842500000,128,1,0,0,tcp,50652,443,
5400,windows,10.169.169.21,208.76.225.72,20,1663877133.842685000,56,1,0,0,tcp,443,50652,
5401,windows,10.169.169.21,208.76.225.72,20,1663877133.842685000,56,1,0,0,tcp,443,50652,
5402,windows,10.169.169.21,208.76.225.72,20,1663877133.842685000,56,1,0,0,tcp,443,50652,
5403,windows,10.169.169.21,208.76.225.72,20,1663877133.842685000,56,1,0,0,tcp,443,50652,
5404,windows,10.169.169.21,208.76.225.72,20,1663877133.842685000,56,1,0,0,tcp,443,50652,
5405,windows,10.169.169.21,208.76.225.72,20,1663877133.842685000,56,1,0,0,tcp,443,50652,
5406,windows,10.169.169.21,208.76.225.72,20,1663877133.842685000,56,1,0,0,tcp,443,50652,
5407,windows,10.169.169.21,208.76.225.72,20,1663877133.842685000,56,1,0,0,tcp,443,50652,tls
5408,windows,208.76.225.72,10.169.169.21,20,1663877133.842836000,128,1,0,0,tcp,50652,443,
5409,windows,10.169.169.21,208.76.225.72,20,1663877134.100743000,56,1,0,0,tcp,443,50652,tls
5410,windows,208.76.225.72,10.169.169.21,20,1663877134.100887000,128,1,0,0,tcp,50652,443,
5411,windows,10.169.169.21,208.76.225.72,20,1663877134.102292000,56,1,0,0,tcp,443,50652,
5412,windows,10.169.169.21,208.76.225.72,20,1663877134.102292000,56,1,0,0,tcp,443,50652,
5413,windows,10.169.169.21,208.76.225.72,20,1663877134.102292000,56,1,0,0,tcp,443,50652,
5414,windows,10.169.169.21,208.76.225.72,20,1663877134.102292000,56,1,0,0,tcp,443,50652,
5415,windows,10.169.169.21,208.76.225.72,20,1663877134.102292000,56,1,0,0,tcp,443,50652,tls
5416,windows,10.169.169.21,208.76.225.72,20,1663877134.102292000,56,1,0,0,tcp,443,50652,tls
5417,windows,208.76.225.72,10.169.169.21,20,1663877134.102524000,128,1,0,0,tcp,50652,443,
5418,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,tls
5419,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5420,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5421,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5422,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5423,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5424,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5425,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5426,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5427,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5428,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5429,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,tls
5430,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5431,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5432,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5433,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5434,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5435,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5436,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5437,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5438,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,
5439,windows,10.169.169.21,208.76.225.72,20,1663877134.113767000,56,1,0,0,tcp,443,50652,tls
5440,windows,208.76.225.72,10.169.169.21,20,1663877134.114194000,128,1,0,0,tcp,50652,443,
5441,windows,10.169.169.21,208.76.225.72,20,1663877134.122168000,56,1,0,0,tcp,443,50652,
5442,windows,208.76.225.72,10.169.169.21,20,1663877134.122226000,128,1,0,0,tcp,50652,443,
5443,windows,208.76.225.72,10.169.169.21,20,1663877134.146245000,128,1,0,0,tcp,50652,443,tls
5444,windows,10.169.169.21,208.76.225.72,20,1663877134.177386000,56,1,0,0,tcp,443,50652,tls
5445,windows,208.76.225.72,10.169.169.21,20,1663877134.177524000,128,1,0,0,tcp,50652,443,
5447,windows,10.169.169.21,208.76.225.72,20,1663877134.214324000,56,1,0,0,tcp,443,50652,tls
5448,windows,10.169.169.21,208.76.225.72,20,1663877134.214324000,56,1,0,0,tcp,443,50652,tls
5449,windows,208.76.225.72,10.169.169.21,20,1663877134.214637000,128,1,0,0,tcp,50652,443,
5450,windows,10.169.169.21,208.76.225.72,20,1663877134.244439000,56,1,0,0,tcp,443,50652,tls
5451,windows,10.169.169.21,208.76.225.72,20,1663877134.244439000,56,1,0,0,tcp,443,50652,tls
5452,windows,208.76.225.72,10.169.169.21,20,1663877134.244568000,128,1,0,0,tcp,50652,443,
5453,windows,208.76.225.72,10.169.169.21,20,1663877134.265932000,128,1,0,0,tcp,50652,443,tls
5454,windows,10.169.169.21,208.76.225.72,20,1663877134.287970000,56,1,0,0,tcp,443,50652,tls
5455,windows,10.169.169.21,208.76.225.72,20,1663877134.289697000,56,1,0,0,tcp,443,50652,
5456,windows,208.76.225.72,10.169.169.21,20,1663877134.289821000,128,1,0,0,tcp,50652,443,
5457,windows,10.169.169.21,208.76.225.72,20,1663877134.297340000,56,1,0,0,tcp,443,50652,tls
5458,windows,208.76.225.72,10.169.169.21,20,1663877134.297489000,128,1,0,0,tcp,50652,443,
5459,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5460,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5461,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5462,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5463,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5464,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5465,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5466,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,tls
5467,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5468,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
5469,windows,10.169.169.21,208.76.225.72,20,1663877134.321606000,56,1,0,0,tcp,443,50652,
